species,taxon,am_mapped,mob,trp,len,wcol
dipturus tengu,elasmobranchs,TRUE,mob,ter,vlg,ben
dipturus trachyderma,elasmobranchs,TRUE,mob,ter,vlg,ben
dipturus wengi,elasmobranchs,TRUE,mob,ter,lg,bp
dipulus caecus,fish,TRUE,sed,ter,med,rf
dipulus hutchinsi,fish,TRUE,sed,ter,sm,rf
diretmichthys parini,fish,TRUE,mob,ter,ml,pel
diretmoides pauciradiatus,fish,TRUE,mob,ter,ml,pel
diretmus argenteus,fish,TRUE,mob,ter,med,pel
dirona albolineata,molluscs,TRUE,sed,ter,med,ben
dischistodus chrysopoecilus,fish,TRUE,sed,pri,sm,rf
dischistodus fasciatus,fish,TRUE,mob,pri,sm,rf
dischistodus melanotus,fish,TRUE,sed,pri,med,rf
dischistodus perspicillatus,fish,TRUE,mob,pri,med,rf
dischistodus prosopotaenia,fish,TRUE,mob,sec,med,rf
dischistodus pseudochrysopoecilus,fish,TRUE,mob,pri,med,rf
discias atlanticus,crustacea_arthropods,TRUE,mig,ter,vsm,pel
discias serratirostris,crustacea_arthropods,TRUE,mig,ter,vsm,pel
discias vernbergi,crustacea_arthropods,TRUE,mig,ter,vsm,pel
discodermia polydiscus,sponges,TRUE,ses,pri,vsm,ben
discodermia proliferans,sponges,TRUE,ses,pri,vsm,ben
discodoris branneri,molluscs,TRUE,sed,ter,vsm,ben
discopyge castelloi,elasmobranchs,FALSE,mob,ter,ml,pel
discopyge tschudii,elasmobranchs,TRUE,mob,ter,lg,ben
discordipinna griessingeri,fish,TRUE,sed,ter,vsm,rf
discotectonica discus,molluscs,TRUE,sed,sec,vsm,ben
discotrema crinophilum,fish,TRUE,mob,sec,vsm,rf
discotrema monogrammum,fish,TRUE,mob,sec,vsm,rf
dispio uncinata,polychaetes,TRUE,sed,pri,vsm,ben
dissiminassa homosassa,crustacea_arthropods,TRUE,mob,sec,tiny,ben
dissodactylus crinitichelis,crustacea_arthropods,TRUE,mob,ter,tiny,ben
dissodactylus primitivus,crustacea_arthropods,TRUE,mob,ter,tiny,ben
dissostichus eleginoides,fish,TRUE,mig,apex,vlg,pel
dissostichus mawsoni,fish,TRUE,mob,ter,vlg,pel
distorsio anus,molluscs,TRUE,sed,ter,sm,ben
distorsio clathrata,molluscs,TRUE,sed,ter,sm,ben
distorsio constricta,molluscs,TRUE,sed,ter,sm,ben
distorsio graceiellae,molluscs,TRUE,sed,ter,sm,ben
distorsio kurzi,molluscs,TRUE,sed,ter,vsm,ben
distorsio perdistorta,molluscs,TRUE,sed,sec,sm,ben
distorsio reticularis,molluscs,TRUE,sed,ter,sm,rf
disyringa dissimilis,sponges,TRUE,ses,pri,vsm,ben
ditropichthys storeri,fish,TRUE,mob,ter,sm,pel
ditrupa arietina,polychaetes,TRUE,sed,pri,vsm,ben
ditrupa gracillima,polychaetes,TRUE,sed,pri,vsm,ben
diversidoris sulphurea,molluscs,TRUE,sed,sec,vsm,ben
dodecaceria fewkesi,polychaetes,TRUE,ses,pri,vsm,ben
dodecas elongata,crustacea_arthropods,TRUE,mob,sec,tiny,ben
dodecolopoda mawsoni,crustacea_arthropods,TRUE,mob,apex,vsm,pel
dodekablennos fraseri,fish,FALSE,sed,sec,sm,ben
doederleinia berycoides,fish,TRUE,mob,ter,ml,ben
dofleinia armata,corals,TRUE,ses,ter,sm,ben
dolicholagus longirostris,fish,TRUE,mob,ter,med,pel
dolicholatirus cayohuesonicus,molluscs,TRUE,ses,ter,vsm,ben
dolicholatirus lancea,molluscs,TRUE,ses,ter,vsm,ben
dolicholatirus pauli,molluscs,TRUE,ses,ter,vsm,ben
dolichopteroides binocularis,fish,TRUE,mob,sec,med,pel
dolichopteryx longipes,fish,TRUE,mob,sec,sm,pel
dolichopteryx parini,fish,TRUE,mob,sec,med,pel
dolichosudis fuliginosa,fish,TRUE,mob,ter,med,pel
dolichupis producta,molluscs,TRUE,sed,ter,tiny,ben
doliella nitens,molluscs,TRUE,sed,sec,tiny,ben
dolloidraco longedorsalis,fish,TRUE,mob,ter,sm,ben
dolomena dilatata,molluscs,TRUE,sed,sec,vsm,ben
dolomena pulchella,molluscs,TRUE,sed,sec,vsm,ben
dolopichthys allector,fish,TRUE,sed,ter,sm,pel
dolopichthys danae,fish,TRUE,sed,ter,sm,pel
dolopichthys longicornis,fish,TRUE,sed,ter,med,pel
dolopichthys pullatus,fish,TRUE,sed,ter,sm,pel
domiporta granatina,molluscs,TRUE,ses,ter,vsm,ben
doratonotus megalepis,fish,TRUE,mob,ter,sm,rf
dorhynchus thomsoni,crustacea_arthropods,TRUE,mig,sec,vsm,ben
doriopsilla carneola,molluscs,TRUE,sed,sec,vsm,ben
doriopsilla miniata,molluscs,TRUE,sed,sec,vsm,ben
doriopsilla peculiaris,molluscs,TRUE,sed,sec,vsm,ben
doriprismatica atromarginata,molluscs,TRUE,sed,sec,sm,ben
doris cameroni,molluscs,TRUE,sed,sec,vsm,ben
doris chrysoderma,molluscs,TRUE,sed,sec,vsm,ben
doris fontainii,molluscs,TRUE,sed,sec,sm,ben
doris kerguelenensis,molluscs,TRUE,sed,sec,sm,ben
doris montereyensis,molluscs,TRUE,sed,sec,sm,ben
doris verrucosa,molluscs,TRUE,sed,sec,vsm,ben
doris wellingtonensis,molluscs,TRUE,sed,sec,vsm,ben
dormitator latifrons,fish,TRUE,sed,sec,ml,ben
dormitator lebretonis,fish,TRUE,sed,sec,sm,ben
dormitator maculatus,fish,TRUE,sed,sec,ml,ben
dorometra nana,echinoderms,TRUE,sed,ter,vsm,ben
dorometra parvicirra,echinoderms,TRUE,sed,sec,vsm,ben
dorosoma cepedianum,fish,TRUE,mig,sec,ml,pel
dorosoma petenense,fish,TRUE,mig,sec,med,pel
dorvillea clavata,polychaetes,TRUE,sed,pri,vsm,ben
dorvillea largidentis,polychaetes,TRUE,sed,pri,vsm,ben
dorvillea sociabilis,polychaetes,TRUE,sed,pri,vsm,ben
doryrhamphus bicarinatus,fish,FALSE,sed,ter,sm,ben
doryrhamphus excisus,fish,TRUE,sed,ter,vsm,rf
doryrhamphus janssi,fish,TRUE,mob,ter,sm,rf
doryrhamphus japonicus,fish,TRUE,sed,ter,sm,rf
doryrhamphus negrosensis,fish,TRUE,sed,ter,vsm,rf
dosina mactracea,molluscs,TRUE,sed,sec,vsm,ben
dosinia concentrica,molluscs,TRUE,sed,pri,vsm,ben
dosinia discus,molluscs,TRUE,sed,pri,sm,ben
dosinia erythraea,molluscs,TRUE,sed,pri,vsm,ben
dosinia exoleta,molluscs,TRUE,sed,pri,vsm,ben
dosinia greyi,molluscs,TRUE,sed,pri,vsm,ben
dosinia japonica,molluscs,TRUE,sed,pri,vsm,ben
dosinia lupinus,molluscs,TRUE,sed,pri,vsm,ben
dosinia tumida,molluscs,TRUE,sed,pri,vsm,ben
dotalabrus alleni,fish,TRUE,mob,ter,sm,rf
dotalabrus aurantiacus,fish,FALSE,mob,ter,sm,ben
doto kya,molluscs,TRUE,sed,apex,tiny,ben
doto ostenta,molluscs,TRUE,ses,apex,tiny,ben
doto pita,molluscs,TRUE,ses,apex,tiny,ben
doto uva,molluscs,TRUE,sed,apex,tiny,ben
dougaloplus echinatus,echinoderms,TRUE,mob,sec,vsm,ben
douglassia bealiana,molluscs,TRUE,ses,ter,tiny,ben
douglassia enae,molluscs,TRUE,sed,ter,vsm,ben
draconetta xenica,fish,TRUE,mob,ter,sm,ben
dragmacidon grayi,sponges,TRUE,ses,pri,sm,ben
dragmacidon reticulatum,sponges,TRUE,ses,pri,sm,rf
drepane africana,fish,TRUE,mob,ter,ml,bp
drepane longimana,fish,TRUE,mob,ter,ml,rf
drepane punctata,fish,TRUE,mob,ter,ml,rf
drifa glomerata,corals,TRUE,ses,sec,sm,ben
drillia poecila,molluscs,TRUE,ses,ter,tiny,ben
drilliola loprestiana,molluscs,TRUE,ses,ter,tiny,ben
drilonereis filum,polychaetes,TRUE,sed,sec,sm,ben
drilonereis longa,polychaetes,TRUE,sed,sec,sm,ben
drilonereis magna,polychaetes,TRUE,sed,sec,sm,ben
drombus globiceps,fish,TRUE,sed,ter,vsm,ben
drombus halei,fish,TRUE,sed,ter,vsm,ben
drombus key,fish,TRUE,sed,ter,vsm,ben
drombus ocyurus,fish,TRUE,sed,ter,vsm,ben
drombus triangularis,fish,TRUE,sed,ter,vsm,ben
dromedopycnon acanthus,crustacea_arthropods,TRUE,mob,ter,tiny,ben
dromia erythropus,crustacea_arthropods,TRUE,mig,apex,sm,ben
drupa clathrata,molluscs,TRUE,sed,ter,vsm,ben
drupa morum,molluscs,TRUE,sed,ter,vsm,ben
drupa ricinus,molluscs,TRUE,sed,ter,vsm,ben
drupa rubusidaeus,molluscs,TRUE,ses,ter,vsm,ben
drupella cornus,molluscs,TRUE,sed,ter,vsm,ben
drupella fragum,molluscs,TRUE,sed,ter,vsm,ben
drupella margariticola,molluscs,TRUE,sed,ter,vsm,ben
drupella rugosa,molluscs,TRUE,mob,ter,vsm,ben
drupina grossularia,molluscs,TRUE,sed,ter,vsm,ben
dugong dugon,marine_mammals,TRUE,mob,sec,huge,bp
dulcerana granularis,molluscs,TRUE,sed,ter,vsm,ben
dules auriga,fish,TRUE,mob,ter,med,bp
dulichiella appendiculata,crustacea_arthropods,TRUE,mob,pri,tiny,ben
dulichiella australis,crustacea_arthropods,TRUE,mob,pri,tiny,rf
dulichiella pacifica,crustacea_arthropods,TRUE,mob,pri,tiny,rf
dumosus atari,crustacea_arthropods,TRUE,mob,pri,tiny,ben
duncanopsammia axifuga,corals,TRUE,ses,sec,vsm,rf
duncanopsammia peltata,corals,TRUE,ses,sec,vsm,rf
dunckerocampus baldwini,fish,FALSE,sed,ter,sm,ben
dunckerocampus boylei,fish,FALSE,sed,ter,med,ben
dunckerocampus chapmani,fish,FALSE,sed,ter,sm,ben
dunckerocampus dactyliophorus,fish,TRUE,sed,ter,med,rf
dunckerocampus multiannulatus,fish,TRUE,sed,ter,med,rf
dunckerocampus naia,fish,TRUE,sed,ter,sm,ben
dunckerocampus pessuliferus,fish,TRUE,sed,ter,med,ben
duplicaria duplicata,molluscs,TRUE,ses,ter,vsm,ben
dussumieria acuta,fish,TRUE,mob,ter,med,pel
dussumieria elopsoides,fish,TRUE,mig,ter,med,pel
duvaucelia odhneri,molluscs,TRUE,sed,apex,vsm,ben
dynamene bidentata,crustacea_arthropods,TRUE,mob,ter,tiny,ben
dynamenella perforata,crustacea_arthropods,TRUE,mob,ter,tiny,ben
dynomene hispida,crustacea_arthropods,TRUE,mig,sec,tiny,ben
dynomene pilumnoides,crustacea_arthropods,TRUE,mig,sec,tiny,ben
dynomene praedator,crustacea_arthropods,TRUE,mig,sec,tiny,rf
dysalotus oligoscolus,fish,TRUE,mob,ter,med,pel
dysidea arenaria,sponges,TRUE,ses,pri,vsm,ben
dysidea etheria,sponges,TRUE,ses,pri,tiny,ben
dysidea fragilis,sponges,TRUE,ses,pri,vsm,ben
dysidea janiae,sponges,TRUE,ses,pri,sm,ben
dysidea variabilis,sponges,TRUE,ses,pri,vsm,ben
dysomma anguillare,fish,TRUE,mig,ter,lg,ben
dysomma brevirostre,fish,TRUE,mig,ter,ml,bp
dysomma dolichosomatum,fish,TRUE,mig,ter,ml,ben
dysommina rugosa,fish,TRUE,mig,ter,ml,bp
dyspanopeus sayi,crustacea_arthropods,TRUE,mob,ter,tiny,ben
dyspanopeus texanus,crustacea_arthropods,TRUE,mig,ter,tiny,ben
eatoniella caliginosa,molluscs,TRUE,ses,ter,tiny,ben
eatoniella glacialis,molluscs,TRUE,sed,ter,tiny,ben
ebalia cariosa,crustacea_arthropods,TRUE,mig,sec,tiny,ben
ebaliopsis erosa,crustacea_arthropods,TRUE,mig,sec,vsm,ben
ebinania costaecanariae,fish,TRUE,mob,ter,ml,ben
ebosia bleekeri,fish,TRUE,mob,ter,med,ben
eburna lienardii,molluscs,TRUE,ses,ter,vsm,ben
eccliseogyra nitida,molluscs,TRUE,sed,ter,tiny,ben
echelus myrus,fish,TRUE,mig,apex,lg,ben
echelus pachyrhynchus,fish,TRUE,mig,apex,ml,ben
echelus uropterus,fish,TRUE,mig,apex,lg,rf
echeneis naucrates,fish,TRUE,mob,ter,vlg,rf
echeneis neucratoides,fish,TRUE,mig,ter,lg,rf
echidna catenata,fish,TRUE,mig,ter,vlg,rf
echidna delicatula,fish,TRUE,mig,ter,lg,rf
echidna leucotaenia,fish,TRUE,mig,ter,lg,rf
echidna nebulosa,fish,TRUE,mig,ter,lg,rf
echidna nocturna,fish,TRUE,mig,ter,lg,ben
echidna peli,fish,TRUE,mig,ter,vlg,ben
echidna polyzona,fish,TRUE,mig,ter,lg,rf
echidna rhodochilus,fish,TRUE,mig,ter,ml,ben
echidna unicolor,fish,TRUE,mig,ter,ml,rf
echiichthys vipera,fish,TRUE,mob,ter,sm,ben
echinarachnius parma,echinoderms,TRUE,mob,ter,ml,ben
echinaster callosus,echinoderms,TRUE,mob,ter,sm,rf
echinaster echinophorus,echinoderms,TRUE,mob,ter,med,ben
echinaster farquhari,echinoderms,TRUE,mob,ter,sm,ben
echinaster luzonicus,echinoderms,TRUE,mob,apex,med,rf
echinaster modestus,echinoderms,TRUE,mob,ter,sm,ben
echinaster sentus,echinoderms,TRUE,mob,ter,sm,ben
echinaster sepositus,echinoderms,TRUE,mob,ter,sm,ben
echinaster serpentarius,echinoderms,TRUE,mob,ter,sm,rf
echinaster spinulosus,echinoderms,TRUE,mob,ter,sm,rf
echinaster stereosomus,echinoderms,TRUE,mob,ter,sm,ben
echiniphimedia echinata,crustacea_arthropods,TRUE,mob,sec,tiny,ben
echiniphimedia hodgsoni,crustacea_arthropods,TRUE,mob,sec,tiny,ben
echinocardium cordatum,echinoderms,TRUE,mob,pri,vsm,ben
echinocardium flavescens,echinoderms,TRUE,mob,pri,vsm,ben
echinocardium mediterraneum,echinoderms,TRUE,mob,pri,vsm,ben
echinochalina intermedia,sponges,TRUE,ses,pri,sm,ben
echinocyamus crispus,echinoderms,TRUE,mob,pri,med,ben
echinocyamus grandiporus,echinoderms,TRUE,mob,pri,med,ben
echinocyamus pusillus,echinoderms,TRUE,mob,pri,vsm,ben
echinocyamus scaber,echinoderms,TRUE,mob,pri,med,ben
echinodictyum asperum,sponges,TRUE,ses,pri,vsm,ben
echinodictyum conulosum,sponges,TRUE,ses,pri,vsm,ben
echinodictyum mesenterinum,sponges,TRUE,ses,pri,vsm,ben
echinodictyum pulchrum,sponges,TRUE,ses,pri,vsm,ben
echinodiscus bisperforatus,echinoderms,TRUE,mob,sec,med,ben
echinoecus pentagonus,crustacea_arthropods,TRUE,mig,sec,tiny,ben
echinolittorina cinerea,molluscs,TRUE,sed,pri,vsm,ben
echinolittorina meleagris,molluscs,TRUE,sed,pri,tiny,ben
echinolittorina mespillum,molluscs,TRUE,sed,pri,tiny,ben
echinolittorina millegrana,molluscs,TRUE,sed,pri,vsm,ben
echinolittorina tuberculata,molluscs,TRUE,sed,pri,vsm,rf
echinolittorina ziczac,molluscs,TRUE,mob,pri,vsm,rf
echinometra lucunter,echinoderms,TRUE,mob,ter,sm,rf
echinometra mathaei,echinoderms,TRUE,mob,ter,sm,ben
echinometra vanbrunti,echinoderms,TRUE,mob,ter,sm,ben
echinometra viridis,echinoderms,TRUE,mob,ter,vsm,rf
echinomorpha nishihirai,corals,TRUE,ses,sec,med,rf
echinopericlimenes hertwigi,crustacea_arthropods,TRUE,mig,sec,vsm,ben
echinophoria coronadoi,molluscs,TRUE,sed,ter,sm,ben
echinophyllia aspera,corals,TRUE,ses,sec,med,rf
echinophyllia costata,corals,FALSE,ses,sec,med,rf
echinophyllia echinoporoides,corals,TRUE,ses,sec,med,rf
echinophyllia glabra,corals,FALSE,ses,sec,med,rf
echinophyllia orpheensis,corals,TRUE,ses,sec,med,rf
echinophyllia patula,corals,FALSE,ses,sec,med,rf
echinophyllia pectinata,corals,FALSE,ses,sec,med,rf
echinopora ashmorensis,corals,FALSE,ses,sec,ml,rf
echinopora forskaliana,corals,FALSE,ses,sec,ml,rf
echinopora fruticulosa,corals,FALSE,ses,sec,ml,rf
echinopora gemmacea,corals,TRUE,ses,sec,ml,rf
echinopora grandicula,corals,FALSE,ses,sec,ml,rf
echinopora hirsutissima,corals,TRUE,ses,sec,ml,rf
echinopora horrida,corals,TRUE,ses,sec,ml,rf
echinopora irregularis,corals,FALSE,ses,sec,ml,rf
echinopora lamellosa,corals,TRUE,ses,sec,ml,rf
echinopora mammiformis,corals,FALSE,ses,sec,ml,rf
echinopora pacifica,corals,TRUE,ses,sec,ml,rf
echinopora robusta,corals,FALSE,ses,sec,ml,rf
echinopora taylorae,corals,FALSE,ses,sec,ml,rf
echinopora tiranensis,corals,FALSE,ses,sec,ml,rf
echinorhinus brucus,elasmobranchs,TRUE,mob,apex,huge,ben
echinorhinus cookei,elasmobranchs,TRUE,mob,apex,huge,bp
echinosquilla guerinii,crustacea_arthropods,TRUE,mob,ter,sm,rf
echinostrephus aciculatus,echinoderms,TRUE,mob,ter,vsm,ben
echinostrephus molaris,echinoderms,TRUE,mob,ter,vsm,ben
echinothrix calamaris,echinoderms,TRUE,mob,pri,med,ben
echinothrix diadema,echinoderms,TRUE,mob,sec,sm,rf
echinus esculentus,echinoderms,TRUE,mob,pri,sm,ben
echinus melo,echinoderms,TRUE,mob,pri,vsm,ben
echiodon cryomargarites,fish,TRUE,sed,apex,ml,ben
echiodon dawsoni,fish,TRUE,sed,apex,sm,ben
echiodon dentatus,fish,TRUE,sed,apex,med,ben
echiodon drummondii,fish,TRUE,sed,apex,ml,ben
echiodon exsilium,fish,TRUE,sed,apex,sm,ben
echiophis brunneus,fish,TRUE,mig,apex,vlg,ben
echiophis intertinctus,fish,TRUE,mig,apex,huge,ben
echiophis punctifer,fish,TRUE,mig,apex,huge,rf
echiostoma barbatum,fish,TRUE,mig,apex,ml,pel
ecionemia acervus,sponges,TRUE,ses,pri,vsm,ben
eclogavena quadrimaculata,molluscs,TRUE,sed,ter,vsm,ben
ecsenius aequalis,fish,TRUE,sed,pri,vsm,rf
ecsenius alleni,fish,TRUE,sed,pri,vsm,rf
ecsenius aroni,fish,TRUE,sed,pri,vsm,rf
ecsenius australianus,fish,FALSE,sed,pri,vsm,rf
ecsenius axelrodi,fish,TRUE,sed,pri,vsm,rf
ecsenius bandanus,fish,TRUE,sed,pri,vsm,rf
ecsenius bathi,fish,TRUE,sed,pri,vsm,rf
ecsenius bicolor,fish,TRUE,sed,pri,sm,rf
ecsenius bimaculatus,fish,TRUE,sed,pri,vsm,rf
ecsenius caeruliventris,fish,FALSE,sed,sec,vsm,ben
ecsenius collettei,fish,FALSE,sed,pri,vsm,rf
ecsenius dentex,fish,TRUE,sed,pri,vsm,ben
ecsenius dilemma,fish,FALSE,sed,pri,vsm,rf
ecsenius fijiensis,fish,TRUE,sed,pri,vsm,rf
ecsenius fourmanoiri,fish,TRUE,sed,pri,vsm,rf
ecsenius frontalis,fish,TRUE,sed,pri,sm,rf
ecsenius gravieri,fish,TRUE,sed,pri,vsm,rf
ecsenius isos,fish,TRUE,sed,pri,vsm,rf
ecsenius kurti,fish,FALSE,sed,pri,vsm,rf
ecsenius lineatus,fish,TRUE,sed,pri,sm,rf
ecsenius lividanalis,fish,TRUE,sed,pri,vsm,rf
ecsenius lubbocki,fish,FALSE,sed,pri,vsm,rf
ecsenius mandibularis,fish,TRUE,sed,pri,sm,rf
ecsenius melarchus,fish,FALSE,sed,pri,vsm,rf
ecsenius midas,fish,TRUE,sed,sec,sm,rf
ecsenius minutus,fish,FALSE,sed,pri,vsm,rf
ecsenius monoculus,fish,TRUE,sed,pri,vsm,rf
ecsenius nalolo,fish,TRUE,sed,pri,vsm,rf
ecsenius namiyei,fish,TRUE,sed,pri,sm,rf
ecsenius niue,fish,FALSE,sed,pri,vsm,rf
ecsenius oculatus,fish,TRUE,sed,pri,vsm,rf
ecsenius oculus,fish,TRUE,sed,pri,vsm,rf
ecsenius ops,fish,FALSE,sed,pri,vsm,ben
ecsenius opsifrontalis,fish,TRUE,sed,pri,vsm,rf
ecsenius pardus,fish,FALSE,sed,pri,vsm,ben
ecsenius paroculus,fish,FALSE,sed,pri,vsm,rf
ecsenius pictus,fish,TRUE,sed,pri,vsm,rf
ecsenius polystictus,fish,FALSE,sed,pri,vsm,ben
ecsenius portenoyi,fish,FALSE,sed,pri,vsm,ben
ecsenius prooculis,fish,TRUE,sed,pri,vsm,rf
ecsenius pulcher,fish,FALSE,sed,pri,sm,ben
ecsenius randalli,fish,FALSE,sed,pri,vsm,ben
ecsenius schroederi,fish,TRUE,sed,pri,vsm,rf
ecsenius sellifer,fish,FALSE,sed,pri,vsm,rf
ecsenius shirleyae,fish,FALSE,sed,sec,vsm,ben
ecsenius stictus,fish,TRUE,sed,pri,vsm,rf
ecsenius stigmatura,fish,TRUE,sed,pri,vsm,rf
ecsenius taeniatus,fish,FALSE,sed,pri,vsm,rf
ecsenius tessera,fish,TRUE,sed,pri,vsm,rf
ecsenius tigris,fish,FALSE,sed,pri,vsm,rf
ecsenius tricolor,fish,FALSE,sed,pri,vsm,ben
ecsenius trilineatus,fish,TRUE,mob,pri,vsm,rf
ecsenius yaeyamaensis,fish,TRUE,sed,pri,vsm,rf
ectias turqueti,crustacea_arthropods,TRUE,mob,sec,tiny,ben
ectreposebastes imus,fish,TRUE,mob,ter,med,pel
ectreposebastes niger,fish,TRUE,mob,ter,med,pel
ectyoplasia ferox,sponges,TRUE,ses,pri,vsm,rf
ectyoplasia tabula,sponges,TRUE,ses,pri,vsm,ben
edentoliparis terraenovae,fish,TRUE,mob,apex,sm,pel
edotia lyonsi,crustacea_arthropods,TRUE,mob,pri,vsm,pel
edotia montosa,crustacea_arthropods,TRUE,mob,pri,vsm,pel
eduarctus aesopius,crustacea_arthropods,FALSE,mob,ter,vsm,ben
eduarctus lewinsohni,crustacea_arthropods,FALSE,mob,ter,tiny,ben
eduarctus marginatus,crustacea_arthropods,FALSE,mob,ter,tiny,ben
eduarctus martensii,crustacea_arthropods,TRUE,mob,ter,tiny,ben
eduarctus modestus,crustacea_arthropods,TRUE,mig,ter,tiny,ben
eduarctus perspicillatus,crustacea_arthropods,FALSE,mob,ter,tiny,ben
eduarctus pyrrhonotus,crustacea_arthropods,FALSE,mob,ter,tiny,ben
eduarctus reticulatus,crustacea_arthropods,FALSE,mob,ter,vsm,ben
edwardsia andresi,corals,TRUE,ses,ter,vsm,ben
edwardsia claparedii,corals,TRUE,ses,ter,vsm,ben
edwardsianthus pudicus,corals,TRUE,ses,ter,vsm,ben
eeyorius hutchinsi,fish,TRUE,mob,ter,med,ben
eglisia tricarinata,molluscs,TRUE,sed,ter,vsm,ben
eguchipsammia cornucopia,corals,TRUE,ses,sec,vsm,rf
eguchipsammia fistula,corals,TRUE,ses,sec,vsm,rf
eguchipsammia gaditana,corals,TRUE,ses,sec,vsm,rf
eguchipsammia japonica,corals,TRUE,ses,sec,vsm,rf
eguchipsammia strigosa,corals,TRUE,ses,sec,vsm,rf
ehirava fluviatilis,fish,FALSE,mig,ter,vsm,pel
ehlersileanira incisa,polychaetes,TRUE,sed,sec,vsm,ben
eiconaxius agassizi,crustacea_arthropods,TRUE,mob,sec,tiny,ben
eiconaxius caribbaeus,crustacea_arthropods,TRUE,mob,sec,tiny,ben
einara edentula,fish,TRUE,mob,ter,med,pel
einara macrolepis,fish,TRUE,mob,ter,med,pel
ekemblemaria lira,fish,FALSE,mob,ter,vsm,ben
ekemblemaria myersi,fish,TRUE,mob,ter,vsm,ben
ekemblemaria nigra,fish,FALSE,mob,ter,vsm,rf
ektonodiastylis nimia,crustacea_arthropods,TRUE,mob,pri,tiny,ben
elacatinus chancei,fish,TRUE,sed,ter,vsm,rf
elacatinus evelynae,fish,TRUE,sed,ter,vsm,rf
elacatinus figaro,fish,TRUE,sed,ter,vsm,rf
elacatinus horsti,fish,TRUE,sed,ter,vsm,rf
elacatinus oceanops,fish,TRUE,sed,ter,vsm,rf
elacatinus prochilos,fish,TRUE,sed,ter,vsm,rf
elacatinus randalli,fish,TRUE,sed,ter,vsm,rf
elacatinus xanthiprora,fish,TRUE,sed,ter,vsm,rf
elachisina floridana,molluscs,TRUE,sed,ter,tiny,ben
elagatis bipinnulata,fish,TRUE,mob,ter,lg,rf
elasmopus balkomanus,crustacea_arthropods,TRUE,mob,pri,tiny,ben
elasmopus levis,crustacea_arthropods,TRUE,mob,pri,tiny,ben
elasmopus pectenicrus,crustacea_arthropods,TRUE,mob,pri,tiny,ben
elasmopus pocillimanus,crustacea_arthropods,TRUE,mob,pri,tiny,ben
elasmopus rapax,crustacea_arthropods,TRUE,mob,pri,tiny,ben
elassochirus tenuimanus,crustacea_arthropods,TRUE,mig,sec,vsm,ben
elassodiscus caudatus,fish,TRUE,mob,ter,sm,ben
elassodiscus tremebundus,fish,TRUE,mob,ter,ml,ben
elates ransonnettii,fish,TRUE,mob,ter,med,ben
elattarchus archidium,fish,TRUE,mob,ter,ml,bp
electrolux addisoni,elasmobranchs,FALSE,mob,ter,lg,ben
electrona antarctica,fish,TRUE,mob,ter,sm,ben
electrona carlsbergi,fish,TRUE,mob,ter,sm,pel
electrona paucirastra,fish,TRUE,mob,ter,vsm,pel
electrona risso,fish,TRUE,mob,ter,vsm,pel
electrona subaspera,fish,TRUE,mob,ter,sm,pel
eledone caparti,cephalopods,TRUE,mob,ter,sm,ben
eledone cirrhosa,cephalopods,TRUE,mob,ter,sm,ben
eledone massyae,cephalopods,TRUE,mob,ter,sm,ben
eledone moschata,cephalopods,TRUE,mob,apex,med,ben
eledone palari,cephalopods,TRUE,mob,ter,med,ben
eleginops maclovinus,fish,TRUE,mob,ter,vlg,bp
eleginus gracilis,fish,TRUE,mig,ter,lg,ben
eleotris acanthopoma,fish,TRUE,sed,ter,sm,ben
eleotris amblyopsis,fish,TRUE,sed,ter,sm,ben
eleotris fusca,fish,TRUE,sed,ter,med,ben
eleotris mauritiana,fish,TRUE,sed,ter,med,ben
eleotris melanosoma,fish,TRUE,sed,ter,sm,ben
eleotris pisonis,fish,TRUE,sed,ter,med,ben
eleotris vittata,fish,TRUE,sed,ter,med,ben
eleutherochir opercularis,fish,TRUE,mob,ter,sm,ben
eleutheronema rhadinum,fish,TRUE,mig,apex,lg,pel
eleutheronema tetradactylum,fish,TRUE,mob,apex,lg,pel
ellochelon vaigiensis,fish,TRUE,mig,sec,ml,rf
elops affinis,fish,TRUE,mob,apex,vlg,pel
elops hawaiensis,fish,TRUE,mob,apex,vlg,pel
elops lacerta,fish,TRUE,mob,apex,ml,pel
elops machnata,fish,TRUE,mig,apex,vlg,pel
elops saurus,fish,TRUE,mob,apex,lg,rf
elops senegalensis,fish,TRUE,mob,apex,vlg,pel
elops smithi,fish,FALSE,mob,apex,ml,pel
elthusa raynaudii,crustacea_arthropods,TRUE,mob,ter,vsm,ben
elysia australis,molluscs,TRUE,mob,pri,vsm,ben
elysia coodgeensis,molluscs,TRUE,sed,pri,vsm,ben
elysia cornigera,molluscs,TRUE,sed,pri,vsm,ben
elysia crispata,molluscs,TRUE,mob,pri,sm,ben
elysia diomedea,molluscs,TRUE,sed,pri,sm,ben
elysia flava,molluscs,TRUE,sed,pri,vsm,ben
elysia maoria,molluscs,TRUE,sed,pri,vsm,ben
elysia ornata,molluscs,TRUE,sed,pri,vsm,ben
elysia papillosa,molluscs,TRUE,sed,pri,vsm,ben
elysia patina,molluscs,TRUE,sed,pri,vsm,ben
elysia subornata,molluscs,TRUE,sed,pri,vsm,ben
elysia tomentosa,molluscs,TRUE,mob,pri,vsm,ben
elysia velutinus,molluscs,TRUE,sed,pri,vsm,ben
ematops randalli,fish,TRUE,sed,sec,vsm,rf
