iucn_sid,sciname,worms_name,mapped,assessment_id,scientific_name,iucn_category,iucn_category_code,kingdom_name,phylum_name,class_name,order_name,family_name,genus_name,species_name,subpopulation_name,infra_name,species,subpopulation,infrarank,pop_trend_desc,pop_trend_code
222,acipenser brevirostrum,acipenser brevirostrum,FALSE,97439806,Acipenser brevirostrum,Vulnerable,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,brevirostrum,NA,NA,TRUE,FALSE,FALSE,Stable,2
224,acipenser naccarii,acipenser naccarii,FALSE,135061929,Acipenser naccarii,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,naccarii,NA,NA,TRUE,FALSE,FALSE,Increasing,0
225,acipenser nudiventris,acipenser nudiventris,FALSE,227579266,Acipenser nudiventris,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,nudiventris,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
229,acipenser stellatus,acipenser stellatus,FALSE,135062806,Acipenser stellatus,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,stellatus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
230,acipenser sturio,acipenser sturio,FALSE,242530547,Acipenser sturio,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,sturio,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
232,acipenser gueldenstaedtii,acipenser gueldenstaedtii,FALSE,135063140,Acipenser gueldenstaedtii,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,gueldenstaedtii,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
233,acipenser medirostris,acipenser medirostris,FALSE,97433481,Acipenser medirostris,Endangered,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,medirostris,NA,NA,TRUE,FALSE,FALSE,Unknown,3
234,acipenser transmontanus,acipenser transmontanus,FALSE,97440736,Acipenser transmontanus,Vulnerable,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,transmontanus,NA,NA,TRUE,FALSE,FALSE,Stable,2
235,acipenser persicus,acipenser persicus,FALSE,135063465,Acipenser persicus,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,persicus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
236,acipenser sinensis,acipenser sinensis,FALSE,219152605,Acipenser sinensis,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,sinensis,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
241,acipenser mikadoi,acipenser mikadoi,FALSE,227578157,Acipenser mikadoi,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,mikadoi,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
242,acipenser oxyrinchus,acipenser oxyrinchus,FALSE,50119604,Acipenser oxyrinchus ssp. desotoi,Endangered,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,oxyrinchus,NA,desotoi,FALSE,FALSE,TRUE,Decreasing,1
243,acipenser oxyrinchus,acipenser oxyrinchus,FALSE,95763750,Acipenser oxyrinchus ssp. oxyrinchus,Vulnerable,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,oxyrinchus,NA,oxyrinchus,FALSE,FALSE,TRUE,Increasing,0
245,acipenser oxyrinchus,acipenser oxyrinchus,FALSE,2785934,Acipenser oxyrinchus,Vulnerable,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,ACIPENSERIFORMES,ACIPENSERIDAE,Acipenser,oxyrinchus,NA,NA,TRUE,FALSE,FALSE,Increasing,0
678,agathothoma finalis,agathotoma finalis,FALSE,13067743,Agathothoma finalis,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,TURRIDAE,Agathothoma,finalis,NA,NA,TRUE,FALSE,FALSE,NA,NA
907,alosa immaculata,alosa immaculata,TRUE,102877816,Alosa immaculata,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,immaculata,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
908,alosa alabamae,alosa alabamae,TRUE,3149565,Alosa alabamae,Near Threatened,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII,CLUPEIFORMES,CLUPEIDAE,Alosa,alabamae,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
1086,amblyrhynchus cristatus,amblyrhynchus cristatus,TRUE,177552193,Amblyrhynchus cristatus,Vulnerable,VU,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,IGUANIDAE,Amblyrhynchus,cristatus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
1308,anisotremus moricandi,anisotremus moricandi,FALSE,115056181,Anisotremus moricandi,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,HAEMULIDAE,Anisotremus,moricandi,NA,NA,TRUE,FALSE,FALSE,Unknown,3
1615,choranthias salmopunctatus,choranthias salmopunctatus,FALSE,44876342,Choranthias salmopunctatus,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,ANTHIADIDAE,Choranthias,salmopunctatus,NA,NA,TRUE,FALSE,FALSE,Unknown,3
1793,aonyx capensis,aonyx capensis,FALSE,283511258,Aonyx capensis,Near Threatened,NT,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,MUSTELIDAE,Aonyx,capensis,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
1866,aplochiton marinus,aplochiton marinus,FALSE,176549381,Aplochiton marinus,Vulnerable,VU,ANIMALIA,CHORDATA,ACTINOPTERYGII,OSMERIFORMES,GALAXIIDAE,Aplochiton,marinus,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2055,arctocephalus australis,arctocephalus australis,TRUE,45223529,Arctocephalus australis,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,australis,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2057,arctocephalus galapagoensis,arctocephalus galapagoensis,TRUE,45223722,Arctocephalus galapagoensis,Endangered,EN,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,galapagoensis,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
2058,arctocephalus gazella,arctocephalus gazella,TRUE,66993062,Arctocephalus gazella,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,gazella,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
2059,arctocephalus philippii,arctocephalus philippii,TRUE,61953525,Arctocephalus philippii,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,philippii,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2060,arctocephalus pusillus,arctocephalus pusillus,TRUE,45224212,Arctocephalus pusillus,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,pusillus,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2061,arctocephalus townsendi,arctocephalus philippii townsendi,TRUE,45224420,Arctocephalus townsendi,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,townsendi,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2062,arctocephalus tropicalis,arctocephalus tropicalis,TRUE,45224547,Arctocephalus tropicalis,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,tropicalis,NA,NA,TRUE,FALSE,FALSE,Stable,2
2064,arctocephalus australis,arctocephalus australis,FALSE,72050370,Arctocephalus australis ssp. australis,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,australis,NA,australis,FALSE,FALSE,TRUE,Unknown,3
2066,arctocephalus pusillus,arctocephalus pusillus,FALSE,66991045,Arctocephalus pusillus ssp. pusillus,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,pusillus,NA,pusillus,FALSE,FALSE,TRUE,Increasing,0
2067,arctocephalus pusillus,arctocephalus pusillus,FALSE,66991075,Arctocephalus pusillus ssp. doriferus,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Arctocephalus,pusillus,NA,doriferus,FALSE,FALSE,TRUE,Increasing,0
2113,arius madagascariensis,arius madagascariensis,FALSE,2774607,Arius madagascariensis,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,SILURIFORMES,ARIIDAE,Arius,madagascariensis,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2179,assiminea infirma,angustassiminea infima,FALSE,9319797,Assiminea infirma,Vulnerable,VU,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Assiminea,infirma,NA,NA,TRUE,FALSE,FALSE,NA,NA
2181,assiminea palauensis,assiminea palauensis,FALSE,9321423,Assiminea palauensis,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Assiminea,palauensis,NA,NA,TRUE,FALSE,FALSE,NA,NA
2182,assiminea pecos,assiminea pecos,FALSE,9322287,Assiminea pecos,Endangered,EN,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Assiminea,pecos,NA,NA,TRUE,FALSE,FALSE,NA,NA
2218,astraea heliotropium,astraea heliotropium,FALSE,9364042,Astraea heliotropium,Lower Risk/least concern,LR/lc,ANIMALIA,MOLLUSCA,GASTROPODA,TROCHIDA,TURBINIDAE,Astraea,heliotropium,NA,NA,TRUE,FALSE,FALSE,NA,NA
2467,balaena mysticetus,balaena mysticetus,TRUE,50347659,Balaena mysticetus,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2468,balaena mysticetus,balaena mysticetus,TRUE,9442786,Balaena mysticetus Bering-Chukchi-Beaufort Sea subpopulation,Lower Risk/conservation dependent,LR/cd,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,Bering-Chukchi-Beaufort Sea subpopulation,NA,FALSE,TRUE,FALSE,NA,NA
2469,balaena mysticetus,balaena mysticetus,TRUE,50345920,Balaena mysticetus Okhotsk Sea subpopulation,Endangered,EN,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,Okhotsk Sea subpopulation,NA,FALSE,TRUE,FALSE,Decreasing,1
2472,balaena mysticetus,balaena mysticetus,TRUE,50348144,Balaena mysticetus East Greenland-Svalbard-Barents Sea subpopulation,Endangered,EN,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENIDAE,Balaena,mysticetus,East Greenland-Svalbard-Barents Sea subpopulation,NA,FALSE,TRUE,FALSE,Unknown,3
2474,balaenoptera acutorostrata,balaenoptera acutorostrata,TRUE,50348265,Balaenoptera acutorostrata,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,acutorostrata,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2475,balaenoptera borealis,balaenoptera borealis,TRUE,130482064,Balaenoptera borealis,Endangered,EN,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,borealis,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2476,balaenoptera edeni,balaenoptera edeni,TRUE,50349178,Balaenoptera edeni,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,edeni,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2477,balaenoptera musculus,balaenoptera musculus,TRUE,156923585,Balaenoptera musculus,Endangered,EN,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,musculus,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2478,balaenoptera physalus,balaenoptera physalus,TRUE,50349982,Balaenoptera physalus,Vulnerable,VU,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,physalus,NA,NA,TRUE,FALSE,FALSE,Increasing,0
2480,balaenoptera bonaerensis,balaenoptera bonaerensis,TRUE,50350661,Balaenoptera bonaerensis,Near Threatened,NT,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,BALAENOPTERIDAE,Balaenoptera,bonaerensis,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2539,balistes vetula,balistes vetula,FALSE,97664057,Balistes vetula,Near Threatened,NT,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,BALISTIDAE,Balistes,vetula,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
2621,bathygobius burtoni,bathygobius burtoni,FALSE,21912374,Bathygobius burtoni,Endangered,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Bathygobius,burtoni,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2636,bathyraja abyssicola,bathyraja abyssicola,TRUE,124398348,Bathyraja abyssicola,Least Concern,LC,ANIMALIA,CHORDATA,CHONDRICHTHYES,RAJIFORMES,ARHYNCHOBATIDAE,Bathyraja,abyssicola,NA,NA,TRUE,FALSE,FALSE,Stable,2
2637,batillaria mutata,batillaria mutata,FALSE,9463522,Batillaria mutata,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,SORBEOCONCHA,BATILLARIDAE,Batillaria,mutata,NA,NA,TRUE,FALSE,FALSE,NA,NA
2644,batrachoides manglae,batrachoides manglae,FALSE,176084546,Batrachoides manglae,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,BATRACHOIDIFORMES,BATRACHOIDIDAE,Batrachoides,manglae,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2762,berardius arnuxii,berardius arnuxii,TRUE,197190014,Berardius arnuxii,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ZIPHIIDAE,Berardius,arnuxii,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2763,berardius bairdii,berardius bairdii,TRUE,50351457,Berardius bairdii,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,ZIPHIIDAE,Berardius,bairdii,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2811,birgus latro,birgus latro,FALSE,126813586,Birgus latro,Vulnerable,VU,ANIMALIA,ARTHROPODA,MALACOSTRACA,DECAPODA,COENOBITIDAE,Birgus,latro,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
2895,bostrychus zonatus,bostrychus zonatus,FALSE,129046818,Bostrychus zonatus,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE,Bostrychus,zonatus,NA,NA,TRUE,FALSE,FALSE,Unknown,3
2958,brachionichthys hirsutus,brachionichthys hirsutus,FALSE,121210485,Brachionichthys hirsutus,Critically Endangered,CR,ANIMALIA,CHORDATA,ACTINOPTERYGII,LOPHIIFORMES,BRACHIONICHTHYIDAE,Brachionichthys,hirsutus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3381,butis butis,butis butis,FALSE,174777708,Butis butis,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,ELEOTRIDAE,Butis,butis,NA,NA,TRUE,FALSE,FALSE,Stable,2
3590,callorhinus ursinus,callorhinus ursinus,TRUE,45224953,Callorhinus ursinus,Vulnerable,VU,ANIMALIA,CHORDATA,MAMMALIA,CARNIVORA,OTARIIDAE,Callorhinus,ursinus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3764,canthigaster rapaensis,canthigaster rapaensis,TRUE,2867119,Canthigaster rapaensis,Endangered,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,TETRAODONTIFORMES,TETRAODONTIDAE,Canthigaster,rapaensis,NA,NA,TRUE,FALSE,FALSE,Unknown,3
3778,caperea marginata,caperea marginata,TRUE,50351626,Caperea marginata,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,NEOBALAENIDAE,Caperea,marginata,NA,NA,TRUE,FALSE,FALSE,Unknown,3
3851,carcharhinus limbatus,carcharhinus limbatus,TRUE,2870736,Carcharhinus limbatus,Vulnerable,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,limbatus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3852,carcharhinus obscurus,carcharhinus obscurus,TRUE,2872747,Carcharhinus obscurus,Endangered,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,obscurus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3853,carcharhinus plumbeus,carcharhinus plumbeus,TRUE,2874370,Carcharhinus plumbeus,Endangered,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,CARCHARHINIFORMES,CARCHARHINIDAE,Carcharhinus,plumbeus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3854,carcharias taurus,carcharias taurus,TRUE,232113997,Carcharias taurus,Critically Endangered,CR,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,ODONTASPIDIDAE,Carcharias,taurus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3855,carcharodon carcharias,carcharodon carcharias,TRUE,212629880,Carcharodon carcharias,Vulnerable,VU,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,LAMNIDAE,Carcharodon,carcharias,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3856,carcinoscorpius rotundicauda,carcinoscorpius rotundicauda,FALSE,10123044,Carcinoscorpius rotundicauda,Data Deficient,DD,ANIMALIA,ARTHROPODA,MEROSTOMATA,XIPHOSURA,LIMULIDAE,Carcinoscorpius,rotundicauda,NA,NA,TRUE,FALSE,FALSE,NA,NA
3897,caretta caretta,caretta caretta,TRUE,119333622,Caretta caretta,Vulnerable,VU,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Caretta,caretta,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
3898,carettochelys insculpta,carettochelys insculpta,TRUE,2884984,Carettochelys insculpta,Endangered,EN,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CARETTOCHELYIDAE,Carettochelys,insculpta,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
4131,centropyge resplendens,centropyge resplendens,TRUE,97799843,Centropyge resplendens,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,POMACANTHIDAE,Centropyge,resplendens,NA,NA,TRUE,FALSE,FALSE,Stable,2
4159,cephalorhynchus commersonii,cephalorhynchus commersonii,TRUE,128963283,Cephalorhynchus commersonii,Least Concern,LC,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,commersonii,NA,NA,TRUE,FALSE,FALSE,Unknown,3
4160,cephalorhynchus eutropia,cephalorhynchus eutropia,FALSE,50351955,Cephalorhynchus eutropia,Near Threatened,NT,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,eutropia,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
4161,cephalorhynchus heavisidii,cephalorhynchus heavisidii,TRUE,50352086,Cephalorhynchus heavisidii,Near Threatened,NT,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,heavisidii,NA,NA,TRUE,FALSE,FALSE,Unknown,3
4162,cephalorhynchus hectori,cephalorhynchus hectori,TRUE,44199757,Cephalorhynchus hectori,Endangered,EN,ANIMALIA,CHORDATA,MAMMALIA,ARTIODACTYLA,DELPHINIDAE,Cephalorhynchus,hectori,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
4292,cetorhinus maximus,cetorhinus maximus,TRUE,194720078,Cetorhinus maximus,Endangered,EN,ANIMALIA,CHORDATA,CHONDRICHTHYES,LAMNIFORMES,CETORHINIDAE,Cetorhinus,maximus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
4360,chaetodon flavocoronatus,chaetodon flavocoronatus,TRUE,10812688,Chaetodon flavocoronatus,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,flavocoronatus,NA,NA,TRUE,FALSE,FALSE,Stable,2
4361,chaetodon litus,chaetodon litus,TRUE,10814293,Chaetodon litus,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,litus,NA,NA,TRUE,FALSE,FALSE,Stable,2
4362,chaetodon marleyi,chaetodon marleyi,TRUE,10816177,Chaetodon marleyi,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,marleyi,NA,NA,TRUE,FALSE,FALSE,Stable,2
4363,prognathodes obliquus,prognathodes obliquus,TRUE,10818146,Prognathodes obliquus,Data Deficient,DD,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Prognathodes,obliquus,NA,NA,TRUE,FALSE,FALSE,Unknown,3
4364,chaetodon robustus,chaetodon robustus,TRUE,10819034,Chaetodon robustus,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAETODONTIDAE,Chaetodon,robustus,NA,NA,TRUE,FALSE,FALSE,Stable,2
4592,cheilinus undulatus,cheilinus undulatus,FALSE,264488576,Cheilinus undulatus,Endangered,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,LABRIDAE,Cheilinus,undulatus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
4615,chelonia mydas,chelonia mydas,TRUE,285108125,Chelonia mydas,Least Concern,LC,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,CHELONIIDAE,Chelonia,mydas,NA,NA,TRUE,FALSE,FALSE,Increasing,0
4805,chromis sanctaehelenae,chromis sanctaehelenae,FALSE,3012384,Chromis sanctaehelenae,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,NOT ASSIGNED,POMACENTRIDAE,Chromis,sanctaehelenae,NA,NA,TRUE,FALSE,FALSE,Unknown,3
4982,clinus spatulatus,clinus spatulatus,TRUE,123653266,Clinus spatulatus,Endangered,EN,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CLINIDAE,Clinus,spatulatus,NA,NA,TRUE,FALSE,FALSE,Decreasing,1
5119,collisella edmitchelli,lottia edmitchelli,FALSE,11116006,Collisella edmitchelli,Extinct,EX,ANIMALIA,MOLLUSCA,GASTROPODA,PATELLIDA,NACELLIDAE,Collisella,edmitchelli,NA,NA,TRUE,FALSE,FALSE,NA,NA
5216,conacmella vagans,conacmella vagans,FALSE,11118989,Conacmella vagans,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,ASSIMINEIDAE,Conacmella,vagans,NA,NA,TRUE,FALSE,FALSE,NA,NA
5269,conus africanus,conus africanus,TRUE,3014120,Conus africanus,Least Concern,LC,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,africanus,NA,NA,TRUE,FALSE,FALSE,Unknown,3
5270,conus cepasi,conus cepasi,TRUE,3014172,Conus cepasi,Vulnerable,VU,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,cepasi,NA,NA,TRUE,FALSE,FALSE,NA,NA
5271,conus kohni,conasprella kohni,FALSE,11121660,Conasprella kohni,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conasprella,kohni,NA,NA,TRUE,FALSE,FALSE,NA,NA
5272,conus nobrei,conus nobrei,TRUE,3014298,Conus nobrei,Near Threatened,NT,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,nobrei,NA,NA,TRUE,FALSE,FALSE,Unknown,3
5273,conus zebroides,conus zebroides,TRUE,3014429,Conus zebroides,Near Threatened,NT,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CONIDAE,Conus,zebroides,NA,NA,TRUE,FALSE,FALSE,Unknown,3
5325,emblemariopsis tayrona,emblemariopsis tayrona,TRUE,67923704,Emblemariopsis tayrona,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,PERCIFORMES,CHAENOPSIDAE,Emblemariopsis,tayrona,NA,NA,TRUE,FALSE,FALSE,Unknown,3
5362,coregonus artedi,coregonus artedi,FALSE,15363778,Coregonus artedi,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,SALMONIFORMES,SALMONIDAE,Coregonus,artedi,NA,NA,TRUE,FALSE,FALSE,Stable,2
5486,crassispira sacerdotalis,crassispira sacerdotalis,FALSE,11203255,Crassispira sacerdotalis,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,TURRIDAE,Crassispira,sacerdotalis,NA,NA,TRUE,FALSE,FALSE,NA,NA
5659,crocodylus acutus,crocodylus acutus,TRUE,212805700,Crocodylus acutus,Vulnerable,VU,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodylus,acutus,NA,NA,TRUE,FALSE,FALSE,Increasing,0
5668,crocodylus porosus,crocodylus porosus,TRUE,268788998,Crocodylus porosus,Least Concern,LC,ANIMALIA,CHORDATA,REPTILIA,CROCODYLIA,CROCODYLIDAE,Crocodylus,porosus,NA,NA,TRUE,FALSE,FALSE,Stable,2
5675,croilia mossambica,croilia mossambica,FALSE,238352793,Croilia mossambica,Least Concern,LC,ANIMALIA,CHORDATA,ACTINOPTERYGII,GOBIIFORMES,GOBIIDAE,Croilia,mossambica,NA,NA,TRUE,FALSE,FALSE,Unknown,3
6069,cymatium parthenopaeum,monoplex parthenopeus,FALSE,12386021,Monoplex parthenopaeus,Lower Risk/least concern,LR/lc,ANIMALIA,MOLLUSCA,GASTROPODA,LITTORINIMORPHA,CYMATIIDAE,Monoplex,parthenopaeus,NA,NA,TRUE,FALSE,FALSE,NA,NA
6202,cysticus gutta,plesiocystiscus gutta,FALSE,12578103,Cysticus gutta,Data Deficient,DD,ANIMALIA,MOLLUSCA,GASTROPODA,NEOGASTROPODA,CYSTISCIDAE,Cysticus,gutta,NA,NA,TRUE,FALSE,FALSE,NA,NA
