aphiaid,current_area_km2,scenario,scenario_area_km2,area_change
1571969,1121875.6369278303,RCP45_2100,1254367.5988254095,expansion
1571969,1121875.6369278303,RCP85_2050,1235880.9540068575,expansion
1571969,1121875.6369278303,RCP85_2100,1284401.5493151683,expansion
1576133,150522.92438361025,RCP45_2050,84526.4907047197,contraction
1576133,150522.92438361025,RCP45_2100,43674.61122755862,contraction
1576133,150522.92438361025,RCP85_2050,44695.960920489066,contraction
1576133,150522.92438361025,RCP85_2100,0,spp range loss
1577313,3510564.5517760734,RCP45_2050,3084625.5092555056,contraction
1577313,3510564.5517760734,RCP45_2100,2873611.5069163023,contraction
1577313,3510564.5517760734,RCP85_2050,2878907.3259760793,contraction
1577313,3510564.5517760734,RCP85_2100,2580012.683439957,contraction
1577317,456117.7672022108,RCP45_2050,464963.3315865549,expansion
1577317,456117.7672022108,RCP45_2100,468667.2908437533,expansion
1577317,456117.7672022108,RCP85_2050,467462.36081908765,expansion
1577317,456117.7672022108,RCP85_2100,471265.3884634487,expansion
1577331,199891.00030678537,RCP45_2050,215967.09948500298,expansion
1577331,199891.00030678537,RCP45_2100,242680.3015495133,expansion
1577331,199891.00030678537,RCP85_2050,179015.43747199402,contraction
1577331,199891.00030678537,RCP85_2100,222310.50828484495,expansion
1577342,2269160.787905789,RCP45_2050,2101359.9182328316,contraction
1577342,2269160.787905789,RCP45_2100,1826556.971620601,contraction
1577342,2269160.787905789,RCP85_2050,2019050.3973099978,contraction
1577342,2269160.787905789,RCP85_2100,1414948.4914567356,contraction
1577351,505395.83419067995,RCP45_2050,496079.94499785325,contraction
1577351,505395.83419067995,RCP45_2100,507721.92042466195,expansion
1577351,505395.83419067995,RCP85_2050,490313.9446594579,contraction
1577351,505395.83419067995,RCP85_2100,508717.3290647754,expansion
157866,370757.7275597842,RCP45_2050,387149.8644089893,expansion
157866,370757.7275597842,RCP45_2100,403358.51491788885,expansion
157866,370757.7275597842,RCP85_2050,397769.63257425197,expansion
157866,370757.7275597842,RCP85_2100,449897.3754334967,expansion
157869,1207052.538732821,RCP45_2050,1208714.5566544333,expansion
157869,1207052.538732821,RCP45_2100,1211634.8604119653,expansion
157869,1207052.538732821,RCP85_2050,1212671.0992774314,expansion
157869,1207052.538732821,RCP85_2100,1212841.159079713,expansion
157965,1988421.1823579597,RCP45_2050,2374115.7854346237,expansion
157965,1988421.1823579597,RCP45_2100,2951994.1424090527,expansion
157965,1988421.1823579597,RCP85_2050,2396692.637761215,expansion
157965,1988421.1823579597,RCP85_2100,3028439.150441177,expansion
158508,1794725.4248845684,RCP45_2050,1534174.213178438,contraction
158508,1794725.4248845684,RCP45_2100,1446813.3196451517,contraction
158508,1794725.4248845684,RCP85_2050,1455022.2234132679,contraction
158508,1794725.4248845684,RCP85_2100,1330648.5413707497,contraction
158517,2147804.6595326895,RCP45_2050,2097881.5760786133,contraction
158517,2147804.6595326895,RCP45_2100,2025382.3498254886,contraction
158517,2147804.6595326895,RCP85_2050,2047979.211843341,contraction
158517,2147804.6595326895,RCP85_2100,2040457.525093273,contraction
158518,2206261.594492436,RCP45_2050,2223092.8069307464,expansion
158518,2206261.594492436,RCP45_2100,2244400.8863832937,expansion
158518,2206261.594492436,RCP85_2050,2195390.9864219376,contraction
158518,2206261.594492436,RCP85_2100,2269332.4439146835,expansion
158529,1094594.918080951,RCP45_2050,1126608.1533348053,expansion
158529,1094594.918080951,RCP45_2100,1204688.1581099813,expansion
158529,1094594.918080951,RCP85_2050,1149569.0000542374,expansion
158529,1094594.918080951,RCP85_2100,1286832.5976160604,expansion
158530,30329514.57252168,RCP45_2050,29719338.78600324,contraction
158530,30329514.57252168,RCP45_2100,28353228.659039605,contraction
158530,30329514.57252168,RCP85_2050,28184426.921956386,contraction
158530,30329514.57252168,RCP85_2100,28108027.51676305,contraction
158544,1346837.7766807375,RCP45_2050,1155541.3616174588,contraction
158544,1346837.7766807375,RCP45_2100,1043302.3150770783,contraction
158544,1346837.7766807375,RCP85_2050,1089857.5911811541,contraction
158544,1346837.7766807375,RCP85_2100,827382.2921016144,contraction
158553,1255026.897711241,RCP45_2050,1593976.681862192,expansion
158553,1255026.897711241,RCP45_2100,1759827.9609364101,expansion
158553,1255026.897711241,RCP85_2050,1679994.243466501,expansion
158553,1255026.897711241,RCP85_2100,1978361.2153041642,expansion
158554,1233262.6343466777,RCP45_2050,1390309.6026317426,expansion
158554,1233262.6343466777,RCP45_2100,1504319.5110815682,expansion
158554,1233262.6343466777,RCP85_2050,1487888.892123188,expansion
158554,1233262.6343466777,RCP85_2100,1545953.5197495935,expansion
158562,5435007.762737471,RCP45_2050,2880018.987164986,contraction
158562,5435007.762737471,RCP45_2100,2605721.3607486687,contraction
158562,5435007.762737471,RCP85_2050,2958368.049297109,contraction
158562,5435007.762737471,RCP85_2100,2771744.3945085867,contraction
158656,4448873.830476579,RCP45_2050,4321185.7901842715,contraction
158656,4448873.830476579,RCP45_2100,4333479.458474,contraction
158656,4448873.830476579,RCP85_2050,4297793.12571965,contraction
158656,4448873.830476579,RCP85_2100,4283519.807371201,contraction
158667,376394.2260018164,RCP45_2050,223265.48535370946,contraction
158667,376394.2260018164,RCP45_2100,152820.45934955758,contraction
158667,376394.2260018164,RCP85_2050,187632.34615048917,contraction
158667,376394.2260018164,RCP85_2100,65628.95623305072,contraction
158812,138672482.20040786,RCP45_2050,102205922.3216341,contraction
158812,138672482.20040786,RCP45_2100,75067156.60364552,contraction
158812,138672482.20040786,RCP85_2050,85521520.51663426,contraction
158812,138672482.20040786,RCP85_2100,36088887.23307654,contraction
158822,1702448.646956255,RCP45_2050,1276365.7891877473,contraction
158822,1702448.646956255,RCP45_2100,1147189.4284679934,contraction
158822,1702448.646956255,RCP85_2050,1239471.4247039512,contraction
158822,1702448.646956255,RCP85_2100,921067.9095914504,contraction
158829,591031.4755910005,RCP45_2050,437632.0191078426,contraction
158829,591031.4755910005,RCP45_2100,381099.5376065524,contraction
158829,591031.4755910005,RCP85_2050,402607.9437360924,contraction
158829,591031.4755910005,RCP85_2100,259969.96746040622,contraction
158830,254250.89188512095,RCP45_2050,240523.08780941923,contraction
158830,254250.89188512095,RCP45_2100,258455.4997085555,expansion
158830,254250.89188512095,RCP85_2050,248919.01788076665,contraction
158830,254250.89188512095,RCP85_2100,299531.08172410884,expansion
158885,796853.2528146937,RCP45_2050,936346.6916432577,expansion
158885,796853.2528146937,RCP45_2100,1032266.3254552198,expansion
158885,796853.2528146937,RCP85_2050,1001439.8743513784,expansion
158885,796853.2528146937,RCP85_2100,1264712.8924762357,expansion
158960,5475770.203634848,RCP45_2050,4734511.234135127,contraction
158960,5475770.203634848,RCP45_2100,5988618.701347845,expansion
158960,5475770.203634848,RCP85_2050,5799046.183563767,expansion
158960,5475770.203634848,RCP85_2100,8225855.444806088,expansion
158962,1331681.800414201,RCP45_2050,1554138.2859030853,expansion
158962,1331681.800414201,RCP45_2100,1626595.8745571754,expansion
158962,1331681.800414201,RCP85_2050,1626603.6429832513,expansion
158962,1331681.800414201,RCP85_2100,1809065.2909102608,expansion
159019,4491214.825998371,RCP45_2050,4574964.726003108,expansion
159019,4491214.825998371,RCP45_2100,4687700.606736027,expansion
159019,4491214.825998371,RCP85_2050,4545110.144648086,expansion
159019,4491214.825998371,RCP85_2100,4584112.827908089,expansion
159023,2785251.804324621,RCP45_2050,2721350.1776350983,contraction
159023,2785251.804324621,RCP45_2100,2348248.789216426,contraction
159023,2785251.804324621,RCP85_2050,2653205.786745939,contraction
159023,2785251.804324621,RCP85_2100,2463492.966714424,contraction
159222,1802544.1084834787,RCP45_2050,1635687.7862238497,contraction
159222,1802544.1084834787,RCP45_2100,2032829.656756542,expansion
159222,1802544.1084834787,RCP85_2050,1703624.7939230462,contraction
159222,1802544.1084834787,RCP85_2100,1929157.2303578584,expansion
159231,4763408.968417272,RCP45_2050,5347393.94057637,expansion
159231,4763408.968417272,RCP45_2100,5762859.149825211,expansion
159231,4763408.968417272,RCP85_2050,5392373.660888198,expansion
159231,4763408.968417272,RCP85_2100,5808418.009305167,expansion
159313,406890.24872077483,RCP45_2050,418142.30519321613,expansion
159313,406890.24872077483,RCP45_2100,429405.1760401971,expansion
159313,406890.24872077483,RCP85_2050,430366.7718366428,expansion
159313,406890.24872077483,RCP85_2100,438359.4672090113,expansion
159353,2535604.8881506845,RCP45_2050,2545528.7290708083,expansion
159353,2535604.8881506845,RCP45_2100,2596321.2470314438,expansion
159353,2535604.8881506845,RCP85_2050,2549646.4686275404,expansion
159353,2535604.8881506845,RCP85_2100,2631821.4418089623,expansion
159354,1567260.2723203043,RCP45_2050,1305448.91500407,contraction
159354,1567260.2723203043,RCP45_2100,1121516.302637817,contraction
159354,1567260.2723203043,RCP85_2050,1233095.7049130262,contraction
159354,1567260.2723203043,RCP85_2100,844880.1599098165,contraction
159406,1203802.3307873553,RCP45_2050,1169848.8645621967,contraction
159406,1203802.3307873553,RCP45_2100,1152799.4731518773,contraction
159406,1203802.3307873553,RCP85_2050,1131799.4987728565,contraction
159406,1203802.3307873553,RCP85_2100,1107980.7498426212,contraction
159445,2962969.5829757145,RCP45_2050,2714168.5642402456,contraction
159445,2962969.5829757145,RCP45_2100,2588554.2278613932,contraction
159445,2962969.5829757145,RCP85_2050,2589046.334157103,contraction
159445,2962969.5829757145,RCP85_2100,2331586.519381807,contraction
159446,2345068.193997862,RCP45_2050,1923654.085740733,contraction
159446,2345068.193997862,RCP45_2100,1803406.1072708564,contraction
159446,2345068.193997862,RCP85_2050,1897382.9583347414,contraction
159446,2345068.193997862,RCP85_2100,1397924.448445891,contraction
159509,1470373.0948422416,RCP45_2050,922835.1901914453,contraction
159509,1470373.0948422416,RCP45_2100,735858.4946316979,contraction
159509,1470373.0948422416,RCP85_2050,796678.0361339506,contraction
159509,1470373.0948422416,RCP85_2100,465620.76636142994,contraction
159792,2381604.960132122,RCP45_2050,2263436.8925773506,contraction
159792,2381604.960132122,RCP45_2100,2196318.3190519637,contraction
159792,2381604.960132122,RCP85_2050,2237850.62701317,contraction
159792,2381604.960132122,RCP85_2100,1954142.467843342,contraction
159795,962495.1476607914,RCP45_2050,1058139.7803525089,expansion
159795,962495.1476607914,RCP45_2100,891385.9330262349,contraction
159795,962495.1476607914,RCP85_2050,1010651.8953420139,expansion
159795,962495.1476607914,RCP85_2100,786193.8696105408,contraction
159796,2588105.349908752,RCP45_2050,2524403.4558169455,contraction
159796,2588105.349908752,RCP45_2100,2696159.9878349365,expansion
159796,2588105.349908752,RCP85_2050,2557429.556671193,contraction
159796,2588105.349908752,RCP85_2100,2406356.688464964,contraction
159800,2998271.136016523,RCP45_2050,3218460.9473608565,expansion
159800,2998271.136016523,RCP45_2100,3379955.321251142,expansion
159800,2998271.136016523,RCP85_2050,3263080.06620987,expansion
159800,2998271.136016523,RCP85_2100,3462124.7486358895,expansion
159807,3796069.6542535382,RCP45_2050,4909513.793665457,expansion
159807,3796069.6542535382,RCP45_2100,5482010.274592547,expansion
159807,3796069.6542535382,RCP85_2050,4837829.748567923,expansion
159807,3796069.6542535382,RCP85_2100,5536824.922483765,expansion
159811,469702.72149422363,RCP45_2050,493645.9108823617,expansion
159811,469702.72149422363,RCP45_2100,502681.2100253403,expansion
159811,469702.72149422363,RCP85_2050,501816.384709382,expansion
159811,469702.72149422363,RCP85_2100,515590.3326306032,expansion
1605268,2002042.6881167938,RCP45_2050,1890699.2756041987,contraction
1605268,2002042.6881167938,RCP45_2100,1929020.1800573966,contraction
1605268,2002042.6881167938,RCP85_2050,1881882.5398950758,contraction
1605268,2002042.6881167938,RCP85_2100,2045904.8705191894,expansion
1605273,143992.73111935196,RCP45_2050,34412.67510062038,contraction
1605273,143992.73111935196,RCP45_2100,35410.42783116559,contraction
1605273,143992.73111935196,RCP85_2050,32065.364649342795,contraction
1605273,143992.73111935196,RCP85_2100,36807.83397256892,contraction
1605275,3365127.3672932656,RCP45_2050,4095461.8517665947,expansion
1605275,3365127.3672932656,RCP45_2100,4403432.933697705,expansion
1605275,3365127.3672932656,RCP85_2050,4091081.5392805017,expansion
1605275,3365127.3672932656,RCP85_2100,4545300.2881423775,expansion
1605277,806088.4270411491,RCP45_2050,2411344.785991756,expansion
1605277,806088.4270411491,RCP45_2100,2585721.788122325,expansion
1605277,806088.4270411491,RCP85_2050,892112.2994755288,expansion
1605277,806088.4270411491,RCP85_2100,1572598.9239492395,expansion
1617333,2463353.1785900686,RCP45_2050,2500041.363508712,expansion
1617333,2463353.1785900686,RCP45_2100,2451713.149131907,contraction
1617333,2463353.1785900686,RCP85_2050,2494916.9120930647,expansion
1617333,2463353.1785900686,RCP85_2100,2458940.350185755,contraction
1663107,995392.9994064197,RCP45_2050,1083568.4149303117,expansion
1663107,995392.9994064197,RCP45_2100,1163459.8500250494,expansion
1663107,995392.9994064197,RCP85_2050,1075842.455287395,expansion
1663107,995392.9994064197,RCP85_2100,1187832.481898401,expansion
1667997,355944.36029109353,RCP45_2050,310194.2344118394,contraction
1667997,355944.36029109353,RCP45_2100,241037.19758159242,contraction
1667997,355944.36029109353,RCP85_2050,273471.02440368885,contraction
1667997,355944.36029109353,RCP85_2100,103178.25741716179,contraction
1670924,504688.3013935062,RCP45_2050,467427.5651147354,contraction
1670924,504688.3013935062,RCP45_2100,448676.0570191756,contraction
1670924,504688.3013935062,RCP85_2050,457088.3208767686,contraction
1670924,504688.3013935062,RCP85_2100,444708.2808978629,contraction
1672770,7773995.2142454,RCP45_2050,7410498.931636633,contraction
1672770,7773995.2142454,RCP45_2100,7328241.361957422,contraction
1672770,7773995.2142454,RCP85_2050,7391765.438755304,contraction
1672770,7773995.2142454,RCP85_2100,7245883.4245471815,contraction
1672772,6453105.018369976,RCP45_2050,6855617.0207105,expansion
1672772,6453105.018369976,RCP45_2100,6861725.161592375,expansion
1672772,6453105.018369976,RCP85_2050,6849339.729013979,expansion
1672772,6453105.018369976,RCP85_2100,6992405.92335867,expansion
1672780,5536887.347170399,RCP45_2050,5612865.710385966,expansion
1672780,5536887.347170399,RCP45_2100,5113868.919980499,contraction
1672780,5536887.347170399,RCP85_2050,5430058.021065441,contraction
1672780,5536887.347170399,RCP85_2100,4831281.97284771,contraction
180882,332083.653942942,RCP45_2050,169223.93476958026,contraction
180882,332083.653942942,RCP45_2100,128017.29102921426,contraction
180882,332083.653942942,RCP85_2050,170804.12856486274,contraction
180882,332083.653942942,RCP85_2100,86437.29775708335,contraction
206953,10567719.500041224,RCP45_2050,10719671.005199317,expansion
206953,10567719.500041224,RCP45_2100,10711830.68201974,expansion
206953,10567719.500041224,RCP85_2050,10715600.434356892,expansion
206953,10567719.500041224,RCP85_2100,10581492.7896088,expansion
206954,10573127.929308256,RCP45_2050,9679177.361376785,contraction
206954,10573127.929308256,RCP45_2100,9721398.715729734,contraction
206954,10573127.929308256,RCP85_2050,9584598.656179408,contraction
206954,10573127.929308256,RCP85_2100,9653608.75023058,contraction
206956,5970051.534650439,RCP45_2050,5786234.571605476,contraction
206956,5970051.534650439,RCP45_2100,5825625.721257783,contraction
206956,5970051.534650439,RCP85_2050,5787791.124327499,contraction
206956,5970051.534650439,RCP85_2100,5853754.687371656,contraction
206959,883605.0555560737,RCP45_2050,870418.9026547625,contraction
206959,883605.0555560737,RCP45_2100,952208.4678431961,expansion
206959,883605.0555560737,RCP85_2050,868754.9905686133,contraction
206959,883605.0555560737,RCP85_2100,974565.0315849584,expansion
206964,7018965.533771906,RCP45_2050,6717354.198548321,contraction
206964,7018965.533771906,RCP45_2100,6851369.437461452,contraction
206964,7018965.533771906,RCP85_2050,6658688.911023314,contraction
206964,7018965.533771906,RCP85_2100,6937810.618733075,contraction
206969,8568835.792758005,RCP45_2050,7964241.646681028,contraction
206969,8568835.792758005,RCP45_2100,7455963.660088883,contraction
206969,8568835.792758005,RCP85_2050,7613426.353853286,contraction
206969,8568835.792758005,RCP85_2100,6960376.725526766,contraction
206973,5336357.707350234,RCP45_2050,5082062.409718205,contraction
206973,5336357.707350234,RCP45_2100,4865705.8258731235,contraction
206973,5336357.707350234,RCP85_2050,4933476.717208486,contraction
206973,5336357.707350234,RCP85_2100,4677125.379268202,contraction
206974,16226193.221180117,RCP45_2050,16939570.805831805,expansion
206974,16226193.221180117,RCP45_2100,17796979.035790868,expansion
206974,16226193.221180117,RCP85_2050,17192236.977990642,expansion
206974,16226193.221180117,RCP85_2100,17548274.79445437,expansion
206976,3225704.211727802,RCP45_2050,3946899.615584982,expansion
206976,3225704.211727802,RCP45_2100,4111739.289143682,expansion
206976,3225704.211727802,RCP85_2050,4125784.9417269216,expansion
206976,3225704.211727802,RCP85_2100,4522544.366760735,expansion
206977,2746690.14451804,RCP45_2050,3190173.5740539655,expansion
206977,2746690.14451804,RCP45_2100,3055895.671712496,expansion
206977,2746690.14451804,RCP85_2050,3142608.811081831,expansion
206977,2746690.14451804,RCP85_2100,3085681.158043336,expansion
206980,23738864.771331355,RCP45_2050,22804732.78279995,contraction
206980,23738864.771331355,RCP45_2100,21918423.925215457,contraction
206980,23738864.771331355,RCP85_2050,22842102.613167647,contraction
206980,23738864.771331355,RCP85_2100,20683936.338511154,contraction
206982,8116307.5604733825,RCP45_2050,8333447.321019633,expansion
206982,8116307.5604733825,RCP45_2100,8194545.743922845,expansion
206982,8116307.5604733825,RCP85_2050,8057401.078293907,contraction
206982,8116307.5604733825,RCP85_2100,7743015.357780638,contraction
206984,1271721.5722188202,RCP45_2050,1335659.264736741,expansion
206984,1271721.5722188202,RCP45_2100,1299982.2539373857,expansion
206984,1271721.5722188202,RCP85_2050,1351336.944546582,expansion
206984,1271721.5722188202,RCP85_2100,1307399.9847061362,expansion
206985,1418644.473266558,RCP45_2050,1574800.470901427,expansion
206985,1418644.473266558,RCP45_2100,1816239.1010622622,expansion
206985,1418644.473266558,RCP85_2050,1585770.0183676057,expansion
206985,1418644.473266558,RCP85_2100,1819372.9552302682,expansion
206989,1236345.893828518,RCP45_2050,1331060.3814303565,expansion
206989,1236345.893828518,RCP45_2100,1193711.3654793047,contraction
206989,1236345.893828518,RCP85_2050,1339215.8371593645,expansion
206989,1236345.893828518,RCP85_2100,1178879.7005152786,contraction
206991,6784475.911429022,RCP45_2050,5793622.551358842,contraction
206991,6784475.911429022,RCP45_2100,5195127.238771463,contraction
206991,6784475.911429022,RCP85_2050,5390664.161595361,contraction
206991,6784475.911429022,RCP85_2100,4339995.986758762,contraction
206994,16593840.749103257,RCP45_2050,16279579.90246312,contraction
206994,16593840.749103257,RCP45_2100,18001040.4377322,expansion
206994,16593840.749103257,RCP85_2050,18325198.144777,expansion
206994,16593840.749103257,RCP85_2100,21424467.533729944,expansion
206995,6236889.252808501,RCP45_2050,5719635.596994838,contraction
206995,6236889.252808501,RCP45_2100,5472312.522855738,contraction
206995,6236889.252808501,RCP85_2050,5559490.468687362,contraction
206995,6236889.252808501,RCP85_2100,5294863.915761464,contraction
206999,7387991.300522579,RCP45_2050,7194996.794599171,contraction
206999,7387991.300522579,RCP45_2100,6568238.306350605,contraction
206999,7387991.300522579,RCP85_2050,6639841.539272914,contraction
206999,7387991.300522579,RCP85_2100,5802069.926097273,contraction
207000,10946462.110673178,RCP45_2050,9766964.558855848,contraction
207000,10946462.110673178,RCP45_2100,10053077.445309086,contraction
207000,10946462.110673178,RCP85_2050,9817982.546597326,contraction
207000,10946462.110673178,RCP85_2100,10479041.93541667,contraction
207006,6298180.866718652,RCP45_2050,5611672.39110541,contraction
207006,6298180.866718652,RCP45_2100,5196914.255849234,contraction
207006,6298180.866718652,RCP85_2050,5324745.858288697,contraction
207006,6298180.866718652,RCP85_2100,4992330.042017206,contraction
207007,13137486.93141682,RCP45_2050,13336133.763391469,expansion
207007,13137486.93141682,RCP45_2100,14324591.907997213,expansion
207007,13137486.93141682,RCP85_2050,13664949.376814727,expansion
207007,13137486.93141682,RCP85_2100,16357801.653317,expansion
207008,6005226.742381848,RCP45_2050,5242817.491650115,contraction
207008,6005226.742381848,RCP45_2100,5122338.479963978,contraction
207008,6005226.742381848,RCP85_2050,4998196.633936709,contraction
207008,6005226.742381848,RCP85_2100,5003262.234075482,contraction
207009,12869985.938705642,RCP45_2050,12439600.308231825,contraction
207009,12869985.938705642,RCP45_2100,12778905.243668173,contraction
207009,12869985.938705642,RCP85_2050,12820018.732428214,contraction
207009,12869985.938705642,RCP85_2100,13877089.512830954,expansion
207011,7810345.206394124,RCP45_2050,7324932.485846319,contraction
207011,7810345.206394124,RCP45_2100,6848318.162479892,contraction
207011,7810345.206394124,RCP85_2050,6829190.760534094,contraction
207011,7810345.206394124,RCP85_2100,6116540.786991971,contraction
207015,6321265.6457566265,RCP45_2050,5946842.8609189,contraction
207015,6321265.6457566265,RCP45_2100,5883900.933498537,contraction
207015,6321265.6457566265,RCP85_2050,5977511.155263664,contraction
207015,6321265.6457566265,RCP85_2100,5671482.70810429,contraction
207016,8853193.211532457,RCP45_2050,8709430.084077666,contraction
207016,8853193.211532457,RCP45_2100,8546064.157212636,contraction
207016,8853193.211532457,RCP85_2050,8564792.610121168,contraction
207016,8853193.211532457,RCP85_2100,8268611.600096289,contraction
207017,5780013.339153239,RCP45_2050,4743425.360146785,contraction
207017,5780013.339153239,RCP45_2100,4177239.731157466,contraction
207017,5780013.339153239,RCP85_2050,4386560.502193083,contraction
207017,5780013.339153239,RCP85_2100,3719091.486322804,contraction
207020,7065841.796972519,RCP45_2050,6300130.78557841,contraction
207020,7065841.796972519,RCP45_2100,6270425.231980309,contraction
207020,7065841.796972519,RCP85_2050,6178282.538192701,contraction
207020,7065841.796972519,RCP85_2100,6434656.195964482,contraction
207023,5788041.232810856,RCP45_2050,5256175.108318322,contraction
207023,5788041.232810856,RCP45_2100,5016644.7047588,contraction
207023,5788041.232810856,RCP85_2050,5186438.273752488,contraction
207023,5788041.232810856,RCP85_2100,4959600.697276644,contraction
207024,6622440.289907305,RCP45_2050,6191305.652353887,contraction
207024,6622440.289907305,RCP45_2100,5988228.384062423,contraction
207024,6622440.289907305,RCP85_2050,6061895.01512912,contraction
207024,6622440.289907305,RCP85_2100,5564954.779667923,contraction
207031,5095665.473130557,RCP45_2050,4370676.158050849,contraction
207031,5095665.473130557,RCP45_2100,3923539.00890033,contraction
207031,5095665.473130557,RCP85_2050,4034772.583163238,contraction
207031,5095665.473130557,RCP85_2100,3254475.6383433877,contraction
207032,6133847.124434246,RCP45_2050,5303079.4156839885,contraction
207032,6133847.124434246,RCP45_2100,4602515.224563206,contraction
207032,6133847.124434246,RCP85_2050,4884327.8519290425,contraction
207032,6133847.124434246,RCP85_2100,3799738.0792510635,contraction
207035,9597690.515049135,RCP45_2050,9176574.147171138,contraction
207035,9597690.515049135,RCP45_2100,9073670.918775653,contraction
207035,9597690.515049135,RCP85_2050,9075937.320623947,contraction
207035,9597690.515049135,RCP85_2100,9158682.78720183,contraction
207039,13765654.561750086,RCP45_2050,13540911.08947399,contraction
207039,13765654.561750086,RCP45_2100,14402059.783428581,expansion
207039,13765654.561750086,RCP85_2050,14243511.741535552,expansion
207039,13765654.561750086,RCP85_2100,16150423.610597728,expansion
207040,7221999.143593579,RCP45_2050,6654846.164650885,contraction
207040,7221999.143593579,RCP45_2100,6361755.301041293,contraction
207040,7221999.143593579,RCP85_2050,6431093.875779502,contraction
207040,7221999.143593579,RCP85_2100,6229206.923692565,contraction
207044,10127394.70356116,RCP45_2050,9236556.49685655,contraction
207044,10127394.70356116,RCP45_2100,8873219.567804646,contraction
207044,10127394.70356116,RCP85_2050,9053857.06970091,contraction
207044,10127394.70356116,RCP85_2100,8336490.218727332,contraction
207045,8717165.441168703,RCP45_2050,7803266.62108109,contraction
207045,8717165.441168703,RCP45_2100,7548819.637558871,contraction
207045,8717165.441168703,RCP85_2050,7575016.944540482,contraction
207045,8717165.441168703,RCP85_2100,7356381.088086969,contraction
207046,6414271.753258607,RCP45_2050,5906911.103978131,contraction
207046,6414271.753258607,RCP45_2100,5435724.442422701,contraction
207046,6414271.753258607,RCP85_2050,5569672.461971688,contraction
207046,6414271.753258607,RCP85_2100,4717072.509529382,contraction
207049,26201727.548305746,RCP45_2050,27342154.38792306,expansion
207049,26201727.548305746,RCP45_2100,28233493.2858896,expansion
207049,26201727.548305746,RCP85_2050,27402904.536528617,expansion
207049,26201727.548305746,RCP85_2100,30149520.97821367,expansion
207050,5286830.588565632,RCP45_2050,4356769.8752914,contraction
207050,5286830.588565632,RCP45_2100,4252415.048635486,contraction
207050,5286830.588565632,RCP85_2050,4160649.769204808,contraction
207050,5286830.588565632,RCP85_2100,4018094.3634422384,contraction
207052,7535544.4505296,RCP45_2050,6524375.84270586,contraction
207052,7535544.4505296,RCP45_2100,5939433.131297469,contraction
207052,7535544.4505296,RCP85_2050,6164480.764664906,contraction
207052,7535544.4505296,RCP85_2100,4651786.269218511,contraction
207053,5326557.579843833,RCP45_2050,5695328.8742291685,expansion
207053,5326557.579843833,RCP45_2100,5557929.666477826,expansion
207053,5326557.579843833,RCP85_2050,5703331.278776421,expansion
207053,5326557.579843833,RCP85_2100,5589726.990894232,expansion
207055,7961853.975844755,RCP45_2050,7142894.161243852,contraction
207055,7961853.975844755,RCP45_2100,6914170.195481438,contraction
207055,7961853.975844755,RCP85_2050,7120277.195511954,contraction
207055,7961853.975844755,RCP85_2100,6741685.857170917,contraction
207057,8791217.781176854,RCP45_2050,8300845.788635561,contraction
207057,8791217.781176854,RCP45_2100,8305146.076224845,contraction
207057,8791217.781176854,RCP85_2050,8192858.514313195,contraction
207057,8791217.781176854,RCP85_2100,8371171.001592433,contraction
207058,7104421.475875185,RCP45_2050,6825864.301883451,contraction
207058,7104421.475875185,RCP45_2100,6342243.607172599,contraction
207058,7104421.475875185,RCP85_2050,6633388.890446568,contraction
207058,7104421.475875185,RCP85_2100,5672362.8685937235,contraction
207059,7085439.020704013,RCP45_2050,7488933.263007315,expansion
207059,7085439.020704013,RCP45_2100,7398532.3493900355,expansion
207059,7085439.020704013,RCP85_2050,7449435.795852697,expansion
207059,7085439.020704013,RCP85_2100,7390057.21727782,expansion
207069,7507169.304124093,RCP45_2050,8356454.482521237,expansion
207069,7507169.304124093,RCP45_2100,8381773.812510589,expansion
207069,7507169.304124093,RCP85_2050,8406512.238541774,expansion
207069,7507169.304124093,RCP85_2100,8409801.763944693,expansion
207072,9192544.525810571,RCP45_2050,8174609.516749998,contraction
207072,9192544.525810571,RCP45_2100,7899672.3529676,contraction
207072,9192544.525810571,RCP85_2050,8001839.72874221,contraction
207072,9192544.525810571,RCP85_2100,7776753.052412237,contraction
207074,6563111.305426898,RCP45_2050,6008338.82085347,contraction
207074,6563111.305426898,RCP45_2100,5791052.395943595,contraction
207074,6563111.305426898,RCP85_2050,5712003.153822021,contraction
207074,6563111.305426898,RCP85_2100,5429426.692655491,contraction
207075,6763348.761711947,RCP45_2050,5283185.032957032,contraction
207075,6763348.761711947,RCP45_2100,4848719.736450675,contraction
207075,6763348.761711947,RCP85_2050,4745367.7255296605,contraction
207075,6763348.761711947,RCP85_2100,4438549.341278079,contraction
207080,7966549.689859458,RCP45_2050,7311294.947500896,contraction
207080,7966549.689859458,RCP45_2100,7032908.190700237,contraction
207080,7966549.689859458,RCP85_2050,7023594.786428829,contraction
207080,7966549.689859458,RCP85_2100,6897720.407019523,contraction
207081,8976274.647967568,RCP45_2050,8848818.255390646,contraction
207081,8976274.647967568,RCP45_2100,8861806.47118951,contraction
207081,8976274.647967568,RCP85_2050,8835220.317264793,contraction
207081,8976274.647967568,RCP85_2100,8850103.908922305,contraction
207083,14149766.387139985,RCP45_2050,12980321.289886009,contraction
207083,14149766.387139985,RCP45_2100,13989001.665024836,contraction
207083,14149766.387139985,RCP85_2050,13269961.596531553,contraction
