MRGID,GEONAME,aphiaid,worms_name,GROUP,n_current,n_RCP45_2050,n_RCP45_2100,n_RCP85_2050,n_RCP85_2100,sciname,iucn_sid,iucn_category,iucn_category_code,pop_trend_desc,pop_trend_code
26521,Bruneian Exclusive Economic Zone,367293,narcine maculata,FISH,154,195,201,209,199,narcine maculata,161560,Vulnerable,VU,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,367293,narcine maculata,FISH,14,37,92,58,658,narcine maculata,161560,Vulnerable,VU,Decreasing,1
49003,Overlapping claim: South China Sea,367293,narcine maculata,FISH,115,173,192,197,192,narcine maculata,161560,Vulnerable,VU,Decreasing,1
64440,Overlapping claim: Malaysia / Singapore,367293,narcine maculata,FISH,9,3,3,3,NA,narcine maculata,161560,Vulnerable,VU,Decreasing,1
8308,Australian Exclusive Economic Zone (Cocos Islands),368478,acropora subulata,CNIDARIA,30,22,21,22,21,acropora subulata,133682,Endangered,EN,Decreasing,1
8309,Australian Exclusive Economic Zone (Christmas Island),368478,acropora subulata,CNIDARIA,25,13,11,13,10,acropora subulata,133682,Endangered,EN,Decreasing,1
8310,Australian Exclusive Economic Zone (Norfolk Island),368478,acropora subulata,CNIDARIA,428,286,445,277,569,acropora subulata,133682,Endangered,EN,Decreasing,1
8312,French Exclusive Economic Zone (New Caledonia),368478,acropora subulata,CNIDARIA,2682,2385,5039,2330,5379,acropora subulata,133682,Endangered,EN,Decreasing,1
8313,Vanuatuan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,669,580,590,578,607,acropora subulata,133682,Endangered,EN,Decreasing,1
8314,Solomon Islands Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2005,1459,1492,1460,3119,acropora subulata,133682,Endangered,EN,Decreasing,1
8315,Palauan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,180,126,226,125,354,acropora subulata,133682,Endangered,EN,Decreasing,1
8316,Micronesian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1460,935,1290,930,3094,acropora subulata,133682,Endangered,EN,Decreasing,1
8317,Nauruan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1,1,NA,1,7,acropora subulata,133682,Endangered,EN,Decreasing,1
8318,Marshallese Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,922,635,643,630,922,acropora subulata,133682,Endangered,EN,Decreasing,1
8319,Overlapping claim Wake Island / Enenkio: United States / Marshall Islands,368478,acropora subulata,CNIDARIA,18,13,12,13,13,acropora subulata,133682,Endangered,EN,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,368478,acropora subulata,CNIDARIA,3223,2996,2753,2982,2017,acropora subulata,133682,Endangered,EN,Decreasing,1
8322,Philippine Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,9926,8126,7450,7975,6998,acropora subulata,133682,Endangered,EN,Decreasing,1
8323,Australian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,61269,60366,59881,58977,59725,acropora subulata,133682,Endangered,EN,Decreasing,1
8324,Papua New Guinean Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,8888,7194,7096,7073,10227,acropora subulata,133682,Endangered,EN,Decreasing,1
8325,Fijian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2235,2058,2106,2045,2248,acropora subulata,133682,Endangered,EN,Decreasing,1
8326,Tuvaluan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,240,187,192,187,191,acropora subulata,133682,Endangered,EN,Decreasing,1
8327,South Korean Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1834,1161,602,939,377,acropora subulata,133682,Endangered,EN,Decreasing,1
8328,North Korean Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,29,23,34,26,30,acropora subulata,133682,Endangered,EN,Decreasing,1
8331,Cambodian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,171,47,30,18,11,acropora subulata,133682,Endangered,EN,Decreasing,1
8332,Thailand Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1551,1289,1370,1280,1213,acropora subulata,133682,Endangered,EN,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),368478,acropora subulata,CNIDARIA,880,722,626,589,453,acropora subulata,133682,Endangered,EN,Decreasing,1
8334,Comoran Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,105,65,65,65,65,acropora subulata,133682,Endangered,EN,Decreasing,1
8337,Seychellois Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2139,1966,1983,1957,1937,acropora subulata,133682,Endangered,EN,Decreasing,1
8338,French Exclusive Economic Zone (Réunion),368478,acropora subulata,CNIDARIA,70,48,125,42,141,acropora subulata,133682,Endangered,EN,Decreasing,1
8339,French Exclusive Economic Zone (Juan de Nova Island),368478,acropora subulata,CNIDARIA,85,55,55,55,55,acropora subulata,133682,Endangered,EN,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),368478,acropora subulata,CNIDARIA,19,9,9,9,9,acropora subulata,133682,Endangered,EN,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),368478,acropora subulata,CNIDARIA,6,3,3,3,3,acropora subulata,133682,Endangered,EN,Decreasing,1
8343,Mauritian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2751,2269,2271,2205,2475,acropora subulata,133682,Endangered,EN,Decreasing,1
8345,Maldivian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1114,1013,1080,982,1076,acropora subulata,133682,Endangered,EN,Decreasing,1
8346,Sri Lankan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,949,926,929,871,940,acropora subulata,133682,Endangered,EN,Decreasing,1
8347,Mozambican Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2535,2166,2188,2169,2144,acropora subulata,133682,Endangered,EN,Decreasing,1
8348,Madagascan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,5269,4648,4657,4644,4638,acropora subulata,133682,Endangered,EN,Decreasing,1
8349,Kenyan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,598,494,499,492,497,acropora subulata,133682,Endangered,EN,Decreasing,1
8350,Somali Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2139,1850,1886,1872,1911,acropora subulata,133682,Endangered,EN,Decreasing,1
8351,Eritrean Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1936,1816,1771,1794,1773,acropora subulata,133682,Endangered,EN,Decreasing,1
8352,Djiboutian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,87,87,87,87,82,acropora subulata,133682,Endangered,EN,Decreasing,1
8353,Yemeni Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1513,1504,1507,1506,1496,acropora subulata,133682,Endangered,EN,Decreasing,1
8354,Omani Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1534,1622,1613,1653,1655,acropora subulata,133682,Endangered,EN,Decreasing,1
8355,Sudanese Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,661,674,655,674,662,acropora subulata,133682,Endangered,EN,Decreasing,1
8356,Saudi Arabian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,3433,3447,3527,3553,3417,acropora subulata,133682,Endangered,EN,Decreasing,1
8357,Kuwaiti Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,328,357,365,364,284,acropora subulata,133682,Endangered,EN,Decreasing,1
8358,Bahraini Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,249,249,250,249,250,acropora subulata,133682,Endangered,EN,Decreasing,1
8359,Pakistani Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1680,1695,1685,1695,1609,acropora subulata,133682,Endangered,EN,Decreasing,1
8360,Emirati Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1808,1785,1763,1774,1746,acropora subulata,133682,Endangered,EN,Decreasing,1
8439,British Exclusive Economic Zone (Pitcairn),368478,acropora subulata,CNIDARIA,10,10,10,36,10,acropora subulata,133682,Endangered,EN,Decreasing,1
8440,French Exclusive Economic Zone (French Polynesia),368478,acropora subulata,CNIDARIA,1123,988,1004,2542,1002,acropora subulata,133682,Endangered,EN,Decreasing,1
8441,Kiribati Exclusive Economic Zone (Line Group),368478,acropora subulata,CNIDARIA,66,153,142,30,280,acropora subulata,133682,Endangered,EN,Decreasing,1
8442,United States Exclusive Economic Zone (Jarvis Islands),368478,acropora subulata,CNIDARIA,1,NA,NA,NA,5,acropora subulata,133682,Endangered,EN,Decreasing,1
8443,United States Exclusive Economic Zone (Palmyra Atoll),368478,acropora subulata,CNIDARIA,4,30,46,3,206,acropora subulata,133682,Endangered,EN,Decreasing,1
8444,United States Exclusive Economic Zone (American Samoa),368478,acropora subulata,CNIDARIA,19,17,17,17,17,acropora subulata,133682,Endangered,EN,Decreasing,1
8445,Samoan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,99,85,86,85,86,acropora subulata,133682,Endangered,EN,Decreasing,1
8446,New Zealand Exclusive Economic Zone (Cook Islands),368478,acropora subulata,CNIDARIA,75,57,57,58,56,acropora subulata,133682,Endangered,EN,Decreasing,1
8447,New Zealand Exclusive Economic Zone (Niue),368478,acropora subulata,CNIDARIA,12,8,8,8,8,acropora subulata,133682,Endangered,EN,Decreasing,1
8448,Tongan Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,890,753,996,721,981,acropora subulata,133682,Endangered,EN,Decreasing,1
8449,New Zealand Exclusive Economic Zone (Tokelau),368478,acropora subulata,CNIDARIA,7,2,3,3,3,acropora subulata,133682,Endangered,EN,Decreasing,1
8450,Kiribati Exclusive Economic Zone (Phoenix Group),368478,acropora subulata,CNIDARIA,57,28,28,27,28,acropora subulata,133682,Endangered,EN,Decreasing,1
8451,United States Exclusive Economic Zone (Howland and Baker Islands),368478,acropora subulata,CNIDARIA,13,12,12,12,23,acropora subulata,133682,Endangered,EN,Decreasing,1
8454,French Exclusive Economic Zone (Wallis and Futuna),368478,acropora subulata,CNIDARIA,144,121,123,121,122,acropora subulata,133682,Endangered,EN,Decreasing,1
8455,New Zealand Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,251,126,241,118,321,acropora subulata,133682,Endangered,EN,Decreasing,1
8468,Qatari Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1035,962,903,938,796,acropora subulata,133682,Endangered,EN,Decreasing,1
8469,Iranian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,3017,2749,2832,2818,2732,acropora subulata,133682,Endangered,EN,Decreasing,1
8470,Iraqi Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,24,26,30,29,33,acropora subulata,133682,Endangered,EN,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1030,867,864,865,863,acropora subulata,133682,Endangered,EN,Decreasing,1
8480,Indian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,8757,8939,8785,8743,8594,acropora subulata,133682,Endangered,EN,Decreasing,1
8481,Bangladeshi Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,295,270,259,260,212,acropora subulata,133682,Endangered,EN,Decreasing,1
8482,Myanma Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,2271,1690,1616,1532,1580,acropora subulata,133682,Endangered,EN,Decreasing,1
8483,Malaysian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,6345,5887,5638,5665,5420,acropora subulata,133682,Endangered,EN,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,7704,7019,6339,6927,5910,acropora subulata,133682,Endangered,EN,Decreasing,1
8485,Singaporean Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,8,2,2,2,1,acropora subulata,133682,Endangered,EN,Decreasing,1
8486,Chinese Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,9530,9013,8320,9393,8672,acropora subulata,133682,Endangered,EN,Decreasing,1
8487,Japanese Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,8019,7328,6043,7378,5537,acropora subulata,133682,Endangered,EN,Decreasing,1
8488,Kiribati Exclusive Economic Zone (Gilbert Islands),368478,acropora subulata,CNIDARIA,274,175,179,175,404,acropora subulata,133682,Endangered,EN,Decreasing,1
8490,Egyptian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,651,681,674,668,648,acropora subulata,133682,Endangered,EN,Decreasing,1
8491,Jordanian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1,1,1,1,1,acropora subulata,133682,Endangered,EN,Decreasing,1
8492,Indonesian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,53456,40905,39394,39641,39103,acropora subulata,133682,Endangered,EN,Decreasing,1
8758,Timorese Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,1259,1003,1015,995,936,acropora subulata,133682,Endangered,EN,Decreasing,1
21791,Timorese Exclusive Economic Zone (Oecusse),368478,acropora subulata,CNIDARIA,8,3,3,3,3,acropora subulata,133682,Endangered,EN,Decreasing,1
21796,Joint regime area: South Korea / Japan,368478,acropora subulata,CNIDARIA,1342,1027,542,1009,322,acropora subulata,133682,Endangered,EN,Decreasing,1
21798,Joint regime area Torres Strait Treaty: Papua New Guinea / Australia,368478,acropora subulata,CNIDARIA,87,87,87,87,87,acropora subulata,133682,Endangered,EN,Decreasing,1
26521,Bruneian Exclusive Economic Zone,368478,acropora subulata,CNIDARIA,212,184,191,172,157,acropora subulata,133682,Endangered,EN,Decreasing,1
26582,Overlapping claim Halaib Triangle: Sudan / Egypt,368478,acropora subulata,CNIDARIA,198,198,198,198,198,acropora subulata,133682,Endangered,EN,Decreasing,1
48944,Overlapping claim Mayotte: France / Comores,368478,acropora subulata,CNIDARIA,99,78,78,78,78,acropora subulata,133682,Endangered,EN,Decreasing,1
48945,Overlapping claim Glorioso Islands: France / Madagascar,368478,acropora subulata,CNIDARIA,76,54,54,54,54,acropora subulata,133682,Endangered,EN,Decreasing,1
48946,Overlapping claim Ile Tromelin: France / Madagascar / Republic of Mauritius,368478,acropora subulata,CNIDARIA,3,1,1,1,1,acropora subulata,133682,Endangered,EN,Decreasing,1
48947,"Overlapping claim Abu musa, Greater and Lesser Tunb: United Arab Emirates / Iran",368478,acropora subulata,CNIDARIA,221,197,198,207,204,acropora subulata,133682,Endangered,EN,Decreasing,1
48948,Overlapping claim Matthew and Hunter Islands: France / Vanuatu,368478,acropora subulata,CNIDARIA,6,4,41,4,42,acropora subulata,133682,Endangered,EN,Decreasing,1
48950,Overlapping claim Kuril Islands: Japan / Russia,368478,acropora subulata,CNIDARIA,1,6,3,4,NA,acropora subulata,133682,Endangered,EN,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,368478,acropora subulata,CNIDARIA,1946,1939,1792,1937,1069,acropora subulata,133682,Endangered,EN,Decreasing,1
48956,Overlapping claim Doumeira Islands: Eritrea / Djibouti,368478,acropora subulata,CNIDARIA,8,8,8,8,8,acropora subulata,133682,Endangered,EN,Decreasing,1
48957,United States Exclusive Economic Zone (Guam),368478,acropora subulata,CNIDARIA,27,15,15,15,13,acropora subulata,133682,Endangered,EN,Decreasing,1
48980,United States Exclusive Economic Zone (Northern Mariana Islands),368478,acropora subulata,CNIDARIA,65,44,43,43,42,acropora subulata,133682,Endangered,EN,Decreasing,1
49003,Overlapping claim: South China Sea,368478,acropora subulata,CNIDARIA,345,282,232,285,229,acropora subulata,133682,Endangered,EN,Decreasing,1
50170,Overlapping claim: Qatar / Saudi Arabia / United Arab Emirates,368478,acropora subulata,CNIDARIA,5,5,5,5,5,acropora subulata,133682,Endangered,EN,Decreasing,1
62589,Mauritian Exclusive Economic Zone (Chagos Archipelago),368478,acropora subulata,CNIDARIA,974,784,813,767,817,acropora subulata,133682,Endangered,EN,Decreasing,1
64440,Overlapping claim: Malaysia / Singapore,368478,acropora subulata,CNIDARIA,1,NA,NA,NA,NA,acropora subulata,133682,Endangered,EN,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,68,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8334,Comoran Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,5439,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8337,Seychellois Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,6067,850,905,1180,36177,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8338,French Exclusive Economic Zone (Réunion),383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,19,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8339,French Exclusive Economic Zone (Juan de Nova Island),383586,sousa plumbea,MAMMALS,7,NA,NA,NA,2134,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),383586,sousa plumbea,MAMMALS,NA,NA,NA,261,3685,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,728,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8343,Mauritian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,148,NA,NA,NA,11754,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8345,Maldivian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,4,145,22873,16675,21821,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8346,Sri Lankan Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,8236,1563,2776,1565,11619,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8347,Mozambican Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,4734,4268,4939,6869,12537,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8348,Madagascan Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,4704,4262,3994,4436,19674,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8349,Kenyan Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,2198,2677,1046,1738,4044,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8350,Somali Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,18826,26651,22176,26485,26801,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8351,Eritrean Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,2615,2615,2615,2615,2615,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8352,Djiboutian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,228,228,228,228,228,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8353,Yemeni Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,17174,17509,17507,17509,17509,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8354,Omani Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,19022,15717,12907,14889,19022,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8355,Sudanese Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,1920,2142,2142,2142,2142,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8356,Saudi Arabian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,6427,7783,7815,7815,7815,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8357,Kuwaiti Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,388,388,388,388,388,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8358,Bahraini Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,266,266,266,266,266,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8359,Pakistani Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,7870,7870,7521,6824,7870,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8360,Emirati Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,1827,1827,1827,1827,1827,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8396,South African Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,1467,2508,2827,3176,9274,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8468,Qatari Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,1123,1123,1123,1123,1123,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8469,Iranian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,5629,5629,5629,5629,5629,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8470,Iraqi Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,46,46,46,46,46,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,1482,1568,1362,1496,7869,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8480,Indian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,30019,25772,40087,37115,44598,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8490,Egyptian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,1052,2560,2560,2560,2560,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8491,Jordanian Exclusive Economic Zone,383586,sousa plumbea,MAMMALS,3,3,3,3,3,sousa plumbea,82031633,Endangered,EN,Decreasing,1
26582,Overlapping claim Halaib Triangle: Sudan / Egypt,383586,sousa plumbea,MAMMALS,608,693,693,693,693,sousa plumbea,82031633,Endangered,EN,Decreasing,1
48944,Overlapping claim Mayotte: France / Comores,383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,2224,sousa plumbea,82031633,Endangered,EN,Decreasing,1
48945,Overlapping claim Glorioso Islands: France / Madagascar,383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,1444,sousa plumbea,82031633,Endangered,EN,Decreasing,1
48946,Overlapping claim Ile Tromelin: France / Madagascar / Republic of Mauritius,383586,sousa plumbea,MAMMALS,NA,NA,NA,NA,7836,sousa plumbea,82031633,Endangered,EN,Decreasing,1
48947,"Overlapping claim Abu musa, Greater and Lesser Tunb: United Arab Emirates / Iran",383586,sousa plumbea,MAMMALS,222,222,222,222,222,sousa plumbea,82031633,Endangered,EN,Decreasing,1
48956,Overlapping claim Doumeira Islands: Eritrea / Djibouti,383586,sousa plumbea,MAMMALS,8,8,8,8,8,sousa plumbea,82031633,Endangered,EN,Decreasing,1
50170,Overlapping claim: Qatar / Saudi Arabia / United Arab Emirates,383586,sousa plumbea,MAMMALS,5,5,5,5,5,sousa plumbea,82031633,Endangered,EN,Decreasing,1
64460,Overlapping claim: Iraq / Iran,383586,sousa plumbea,MAMMALS,1,1,1,1,1,sousa plumbea,82031633,Endangered,EN,Decreasing,1
8314,Solomon Islands Exclusive Economic Zone,388572,chaetodontoplus vanderloosi,FISH,385,502,656,479,581,chaetodontoplus vanderloosi,169676,Endangered,EN,Decreasing,1
8323,Australian Exclusive Economic Zone,388572,chaetodontoplus vanderloosi,FISH,4856,5948,7185,6229,5600,chaetodontoplus vanderloosi,169676,Endangered,EN,Decreasing,1
8324,Papua New Guinean Exclusive Economic Zone,388572,chaetodontoplus vanderloosi,FISH,4998,4065,3800,3730,2946,chaetodontoplus vanderloosi,169676,Endangered,EN,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,389060,hemitriakis complicofasciata,FISH,3605,3212,2943,3191,2266,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,389060,hemitriakis complicofasciata,FISH,3006,2561,2421,2518,1846,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
8327,South Korean Exclusive Economic Zone,389060,hemitriakis complicofasciata,FISH,2094,2137,2301,2386,2490,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,389060,hemitriakis complicofasciata,FISH,19,20,17,20,9,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
8486,Chinese Exclusive Economic Zone,389060,hemitriakis complicofasciata,FISH,10404,9867,9514,9886,8618,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
8487,Japanese Exclusive Economic Zone,389060,hemitriakis complicofasciata,FISH,8955,7169,6951,7284,6756,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
21796,Joint regime area: South Korea / Japan,389060,hemitriakis complicofasciata,FISH,2399,2033,1991,2043,1931,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,389060,hemitriakis complicofasciata,FISH,1938,1916,1904,1916,1887,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
49003,Overlapping claim: South China Sea,389060,hemitriakis complicofasciata,FISH,161,133,120,129,77,hemitriakis complicofasciata,161368,Vulnerable,VU,Decreasing,1
8347,Mozambican Exclusive Economic Zone,390077,holohalaelurus favus,FISH,3328,NA,NA,NA,NA,holohalaelurus favus,161652,Endangered,EN,Decreasing,1
8348,Madagascan Exclusive Economic Zone,390077,holohalaelurus favus,FISH,877,NA,NA,NA,NA,holohalaelurus favus,161652,Endangered,EN,Decreasing,1
8396,South African Exclusive Economic Zone,390077,holohalaelurus favus,FISH,1087,NA,NA,NA,NA,holohalaelurus favus,161652,Endangered,EN,Decreasing,1
8308,Australian Exclusive Economic Zone (Cocos Islands),390092,mustelus widodoi,FISH,8,8,9,9,10,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8309,Australian Exclusive Economic Zone (Christmas Island),390092,mustelus widodoi,FISH,5,6,9,9,10,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,390092,mustelus widodoi,FISH,3186,3469,3472,3517,3322,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8323,Australian Exclusive Economic Zone,390092,mustelus widodoi,FISH,1610,1993,2252,1776,2739,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8331,Cambodian Exclusive Economic Zone,390092,mustelus widodoi,FISH,105,144,158,134,180,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8332,Thailand Exclusive Economic Zone,390092,mustelus widodoi,FISH,1335,1601,1766,1643,1781,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),390092,mustelus widodoi,FISH,290,287,287,286,269,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8482,Myanma Exclusive Economic Zone,390092,mustelus widodoi,FISH,630,551,548,557,610,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8483,Malaysian Exclusive Economic Zone,390092,mustelus widodoi,FISH,3883,4763,4613,4870,4500,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,390092,mustelus widodoi,FISH,1032,1507,1813,1647,1955,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8486,Chinese Exclusive Economic Zone,390092,mustelus widodoi,FISH,10,10,12,12,13,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8492,Indonesian Exclusive Economic Zone,390092,mustelus widodoi,FISH,14281,16263,17271,17055,19795,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8758,Timorese Exclusive Economic Zone,390092,mustelus widodoi,FISH,18,17,17,18,18,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
21791,Timorese Exclusive Economic Zone (Oecusse),390092,mustelus widodoi,FISH,NA,NA,NA,NA,1,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
26521,Bruneian Exclusive Economic Zone,390092,mustelus widodoi,FISH,184,183,186,182,181,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
49003,Overlapping claim: South China Sea,390092,mustelus widodoi,FISH,202,206,209,216,217,mustelus widodoi,161571,Vulnerable,VU,Decreasing,1
8331,Cambodian Exclusive Economic Zone,390098,rhinobatos jimbaranensis,FISH,121,291,460,286,553,rhinobatos jimbaranensis,63167,Critically Endangered,CR,Decreasing,1
