MRGID,GEONAME,aphiaid,worms_name,GROUP,n_current,n_RCP45_2050,n_RCP45_2100,n_RCP85_2050,n_RCP85_2100,sciname,iucn_sid,iucn_category,iucn_category_code,pop_trend_desc,pop_trend_code
8403,Ecuadorian Exclusive Economic Zone (Galapagos),1006832,ginglymostoma unami,FISH,870,848,1011,888,740,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8423,Panamanian Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,1595,1486,1457,1473,1421,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8424,Costa Rican Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,809,729,709,722,688,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8425,Nicaraguan Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,848,798,793,796,782,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8426,Colombian Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,988,905,885,898,865,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8427,Honduran Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,23,23,23,23,23,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8428,Salvadoran Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,721,692,685,692,679,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8429,Mexican Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,10186,9684,9589,9623,9491,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8430,Guatemalan Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,572,539,538,539,527,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8431,Ecuadorian Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,1194,1225,1227,1135,1215,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8432,Peruvian Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,4182,4417,4177,4075,4080,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8456,United States Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,2242,2305,2379,2306,2383,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
8465,Chilean Exclusive Economic Zone,1006832,ginglymostoma unami,FISH,471,465,471,440,454,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
48968,Joint regime area: Costa Rica / Ecuador (Galapagos),1006832,ginglymostoma unami,FISH,1,2,2,2,2,ginglymostoma unami,144151831,Endangered,EN,Decreasing,1
5690,Russian Exclusive Economic Zone,1011795,telatrygon acutirostra,FISH,NA,1,3,7,58,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,1011795,telatrygon acutirostra,FISH,301,316,380,322,374,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,1011795,telatrygon acutirostra,FISH,30,29,30,28,32,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8327,South Korean Exclusive Economic Zone,1011795,telatrygon acutirostra,FISH,8172,8238,7876,8008,7578,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8328,North Korean Exclusive Economic Zone,1011795,telatrygon acutirostra,FISH,308,390,458,475,792,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8486,Chinese Exclusive Economic Zone,1011795,telatrygon acutirostra,FISH,9658,9484,10111,9851,11712,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8487,Japanese Exclusive Economic Zone,1011795,telatrygon acutirostra,FISH,6516,6835,7270,7022,7694,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
21796,Joint regime area: South Korea / Japan,1011795,telatrygon acutirostra,FISH,1881,1878,1790,1844,619,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,1011795,telatrygon acutirostra,FISH,94,107,228,117,464,telatrygon acutirostra,60147,Vulnerable,VU,Decreasing,1
8333,Indian Exclusive Economic Zone (Andaman and Nicobar Islands),1012968,acroteriobatus variegatus,FISH,793,743,759,741,746,acroteriobatus variegatus,161476,Critically Endangered,CR,Decreasing,1
8345,Maldivian Exclusive Economic Zone,1012968,acroteriobatus variegatus,FISH,1822,1749,1770,1794,1814,acroteriobatus variegatus,161476,Critically Endangered,CR,Decreasing,1
8346,Sri Lankan Exclusive Economic Zone,1012968,acroteriobatus variegatus,FISH,5415,4094,3912,4092,3908,acroteriobatus variegatus,161476,Critically Endangered,CR,Decreasing,1
8354,Omani Exclusive Economic Zone,1012968,acroteriobatus variegatus,FISH,194,169,166,169,152,acroteriobatus variegatus,161476,Critically Endangered,CR,Decreasing,1
8359,Pakistani Exclusive Economic Zone,1012968,acroteriobatus variegatus,FISH,503,257,227,284,842,acroteriobatus variegatus,161476,Critically Endangered,CR,Decreasing,1
8480,Indian Exclusive Economic Zone,1012968,acroteriobatus variegatus,FISH,16025,14156,13903,14480,15331,acroteriobatus variegatus,161476,Critically Endangered,CR,Decreasing,1
5690,Russian Exclusive Economic Zone,1013687,telatrygon zugei,FISH,35,64,85,80,135,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,1013687,telatrygon zugei,FISH,1606,1445,1439,1435,1482,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8322,Philippine Exclusive Economic Zone,1013687,telatrygon zugei,FISH,2821,2680,2664,2684,2635,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8327,South Korean Exclusive Economic Zone,1013687,telatrygon zugei,FISH,3567,3580,3337,3346,2823,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8328,North Korean Exclusive Economic Zone,1013687,telatrygon zugei,FISH,674,759,780,782,943,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8331,Cambodian Exclusive Economic Zone,1013687,telatrygon zugei,FISH,1294,1274,1262,1385,1385,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8332,Thailand Exclusive Economic Zone,1013687,telatrygon zugei,FISH,5757,5704,5693,5832,5894,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8483,Malaysian Exclusive Economic Zone,1013687,telatrygon zugei,FISH,7962,7790,7761,7828,7988,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8484,Vietnamese Exclusive Economic Zone,1013687,telatrygon zugei,FISH,9955,9730,9689,9843,10246,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8485,Singaporean Exclusive Economic Zone,1013687,telatrygon zugei,FISH,17,17,17,17,17,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8486,Chinese Exclusive Economic Zone,1013687,telatrygon zugei,FISH,19839,19989,20177,20292,20985,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8487,Japanese Exclusive Economic Zone,1013687,telatrygon zugei,FISH,4893,4638,4497,4382,4720,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
8492,Indonesian Exclusive Economic Zone,1013687,telatrygon zugei,FISH,8498,8102,8070,8273,8795,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
21796,Joint regime area: South Korea / Japan,1013687,telatrygon zugei,FISH,10,8,5,6,8,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
26521,Bruneian Exclusive Economic Zone,1013687,telatrygon zugei,FISH,160,159,159,159,160,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
48950,Overlapping claim Kuril Islands: Japan / Russia,1013687,telatrygon zugei,FISH,52,70,91,77,132,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,1013687,telatrygon zugei,FISH,219,170,55,116,35,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
49003,Overlapping claim: South China Sea,1013687,telatrygon zugei,FISH,196,212,219,220,228,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
64440,Overlapping claim: Malaysia / Singapore,1013687,telatrygon zugei,FISH,9,9,9,9,9,telatrygon zugei,104085094,Vulnerable,VU,Decreasing,1
5690,Russian Exclusive Economic Zone,1015739,beringraja pulchra,FISH,16561,22940,24670,23370,23743,beringraja pulchra,161669,Endangered,EN,Decreasing,1
8321,Overlapping claim Taiwan: Taiwan / China,1015739,beringraja pulchra,FISH,620,705,925,780,1061,beringraja pulchra,161669,Endangered,EN,Decreasing,1
8322,Philippine Exclusive Economic Zone,1015739,beringraja pulchra,FISH,66,54,56,55,69,beringraja pulchra,161669,Endangered,EN,Decreasing,1
8327,South Korean Exclusive Economic Zone,1015739,beringraja pulchra,FISH,9178,8801,8475,8517,7961,beringraja pulchra,161669,Endangered,EN,Decreasing,1
8328,North Korean Exclusive Economic Zone,1015739,beringraja pulchra,FISH,1691,1594,1571,1554,1470,beringraja pulchra,161669,Endangered,EN,Decreasing,1
8486,Chinese Exclusive Economic Zone,1015739,beringraja pulchra,FISH,17443,17848,18681,18124,19445,beringraja pulchra,161669,Endangered,EN,Decreasing,1
8487,Japanese Exclusive Economic Zone,1015739,beringraja pulchra,FISH,19301,15632,15966,15386,15774,beringraja pulchra,161669,Endangered,EN,Decreasing,1
21796,Joint regime area: South Korea / Japan,1015739,beringraja pulchra,FISH,2623,2187,2201,2188,2178,beringraja pulchra,161669,Endangered,EN,Decreasing,1
48950,Overlapping claim Kuril Islands: Japan / Russia,1015739,beringraja pulchra,FISH,1522,1470,1493,1479,1524,beringraja pulchra,161669,Endangered,EN,Decreasing,1
48954,Overlapping claim Senkaku Islands: Taiwan / Japan / China,1015739,beringraja pulchra,FISH,480,496,801,533,1460,beringraja pulchra,161669,Endangered,EN,Decreasing,1
48955,Overlapping claim Liancourt Rocks: Japan / South Korea,1015739,beringraja pulchra,FISH,13,5,5,5,3,beringraja pulchra,161669,Endangered,EN,Decreasing,1
3293,Belgian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,173,173,173,173,173,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5668,Dutch Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1602,1602,1602,1602,1602,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5669,German Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,740,740,740,740,740,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5670,Albanian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,422,503,510,492,510,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5672,Bulgarian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,562,565,566,565,565,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5673,Croatian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,2072,2196,2319,2136,2326,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5677,French Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,8529,8810,8857,8826,8923,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5678,Georgian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,173,172,172,172,172,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5679,Greek Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,8154,12718,13897,12763,13716,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5681,Irish Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,3823,3889,3894,3893,3889,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5682,Italian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,7186,10805,12313,10534,12265,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5685,Maltese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1584,1783,1905,1782,1886,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5688,Portuguese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1559,1559,1580,1562,1574,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5689,Romanian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1086,1092,1091,1092,1091,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5690,Russian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,716,723,723,723,723,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5691,Montenegrin Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,203,266,273,238,273,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5692,Slovenian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,8,8,8,8,8,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5693,Spanish Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,4303,5079,5772,5185,6058,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5695,Overlapping claim Ukraine: Ukraine / Russia,1016062,glaucostegus cemiculus,FISH,3442,3441,3439,3435,3443,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5696,British Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,6151,6157,6157,6157,6157,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
5697,Turkish Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,3788,3981,4014,3980,4011,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8362,Cape Verdean Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,383,423,456,419,441,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8363,Portuguese Exclusive Economic Zone (Madeira),1016062,glaucostegus cemiculus,FISH,68,76,76,75,71,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8364,Spanish Exclusive Economic Zone (Canary Islands),1016062,glaucostegus cemiculus,FISH,482,771,739,776,739,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8365,Overlapping claim Gibraltar: United Kingdom / Spain,1016062,glaucostegus cemiculus,FISH,3,10,16,13,16,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8366,Tunisian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,3607,3747,3758,3738,3766,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8367,Moroccan Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,3082,3545,3573,3540,3585,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8368,Overlapping claim Western Sahara: Western Sahara / Morocco,1016062,glaucostegus cemiculus,FISH,2866,2785,2755,2780,2751,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8369,Mauritanian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1688,1433,1404,1436,1402,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8370,Gambian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,204,197,193,195,193,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8371,Senegalese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1079,1020,970,1026,966,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8372,Libyan Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,4834,7772,10036,7750,9885,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8373,Syrian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,128,398,400,400,400,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8374,Lebanese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,212,729,729,729,729,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8375,Israeli Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,738,982,982,982,982,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8376,Cypriote Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,2317,3839,3839,3839,3839,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8378,Algerian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,591,683,787,687,808,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8390,Sierra Leonean Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,991,1006,1018,1005,1015,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8391,Liberian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,796,862,908,863,893,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8392,Togolese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,50,54,54,51,53,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8393,Beninese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,139,145,143,146,136,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8394,Congolese (Republic of) Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,354,388,373,386,386,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8395,Namibian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,4586,4610,4598,4599,4604,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8397,São Toméan Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,184,261,323,242,381,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8398,Equatorial Guinean Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,963,1020,937,1020,975,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8400,Ghanaian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,956,1011,1039,1006,1025,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8471,Bissau-Guinean Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1485,1505,1522,1507,1534,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8472,Guinean Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1802,1802,1828,1802,1830,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8473,Ivorian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,535,587,605,585,597,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8474,Nigerian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1938,2056,2074,2046,2044,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8475,Cameroonian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,387,389,389,390,391,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8476,Gabonese Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,1648,1746,1756,1725,1719,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8477,Congolese (Democratic Republic of) Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,143,146,147,147,148,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8478,Angolan Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,2705,2616,2415,2479,2323,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8490,Egyptian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,5327,6436,6492,6429,6492,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
21788,British Exclusive Economic Zone (Guernsey),1016062,glaucostegus cemiculus,FISH,185,185,185,185,185,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
21789,British Exclusive Economic Zone (Jersey),1016062,glaucostegus cemiculus,FISH,115,115,115,115,115,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
21790,Monégasque Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,NA,1,1,1,1,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
21797,Joint regime area: São Tomé and Principe / Nigeria,1016062,glaucostegus cemiculus,FISH,66,76,90,75,91,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
48953,Palestinian Exclusive Economic Zone,1016062,glaucostegus cemiculus,FISH,39,39,39,39,39,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
48997,Overlapping claim Chafarinas Islands: Spain / Morocco,1016062,glaucostegus cemiculus,FISH,2,2,2,2,2,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
50167,Joint regime area: Croatia / Slovenia,1016062,glaucostegus cemiculus,FISH,4,4,4,4,4,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
64430,Overlapping claim: Egypt / Libya,1016062,glaucostegus cemiculus,FISH,15,295,300,296,300,glaucostegus cemiculus,104050689,Critically Endangered,CR,Decreasing,1
8334,Comoran Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,63,65,65,65,65,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8337,Seychellois Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,1388,1397,1427,1398,1428,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8338,French Exclusive Economic Zone (Réunion),1016293,acroteriobatus leucospilus,FISH,33,36,33,37,33,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8339,French Exclusive Economic Zone (Juan de Nova Island),1016293,acroteriobatus leucospilus,FISH,53,54,55,54,56,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8340,French Exclusive Economic Zone (Bassas da India),1016293,acroteriobatus leucospilus,FISH,8,10,10,10,10,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8341,French Exclusive Economic Zone (Europa Island),1016293,acroteriobatus leucospilus,FISH,3,3,3,3,3,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8343,Mauritian Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,1119,1161,1180,1163,1221,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8347,Mozambican Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,3672,3762,3830,3774,3859,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8348,Madagascan Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,4537,4595,4594,4594,4590,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8349,Kenyan Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,428,429,440,425,418,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8350,Somali Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,271,255,279,257,274,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8396,South African Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,1124,1239,1330,1284,1566,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8479,Tanzanian Exclusive Economic Zone,1016293,acroteriobatus leucospilus,FISH,848,837,850,836,836,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
48944,Overlapping claim Mayotte: France / Comores,1016293,acroteriobatus leucospilus,FISH,78,78,78,78,78,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
48945,Overlapping claim Glorioso Islands: France / Madagascar,1016293,acroteriobatus leucospilus,FISH,54,54,54,54,54,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
48946,Overlapping claim Ile Tromelin: France / Madagascar / Republic of Mauritius,1016293,acroteriobatus leucospilus,FISH,1,1,1,1,1,acroteriobatus leucospilus,161555,Endangered,EN,Decreasing,1
8381,Brazilian Exclusive Economic Zone (Trindade),1017389,bathytoshia centroura,FISH,4,4,3,4,3,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8389,Overlapping claim Falkland / Malvinas Islands: United Kingdom / Argentina,1017389,bathytoshia centroura,FISH,21,94,318,168,507,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8402,British Exclusive Economic Zone (Bermuda),1017389,bathytoshia centroura,FISH,15,16,16,16,17,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8404,Bahamian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,395,317,324,314,241,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8405,British Exclusive Economic Zone (Turks and Caicos Islands),1017389,bathytoshia centroura,FISH,78,74,62,65,44,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8406,Cuban Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,171,180,259,231,207,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8407,British Exclusive Economic Zone (Cayman Islands),1017389,bathytoshia centroura,FISH,5,7,6,5,5,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8408,Haitian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,27,33,31,32,19,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8409,Dominican (Republic) Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,112,117,110,106,97,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8411,British Exclusive Economic Zone (British Virgin Islands),1017389,bathytoshia centroura,FISH,17,21,21,20,7,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8412,British Exclusive Economic Zone (Anguilla),1017389,bathytoshia centroura,FISH,5,3,3,3,3,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8413,Kittitian and Nevisian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,4,4,5,4,5,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8414,Antiguan and Barbudan Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,24,17,16,17,17,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8415,British Exclusive Economic Zone (Montserrat),1017389,bathytoshia centroura,FISH,1,2,3,3,2,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8425,Nicaraguan Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,43,27,17,26,19,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8426,Colombian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,7,6,13,8,16,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8427,Honduran Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,187,158,120,141,89,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8429,Mexican Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,1065,307,210,276,215,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8433,Venezuelan Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,35,73,76,83,32,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8456,United States Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,18316,15776,14072,14383,10510,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8457,Belizean Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,80,87,78,84,42,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8459,Jamaican Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,101,79,58,59,35,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8464,Brazilian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,11178,11203,11062,11193,10863,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8466,Argentinian Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,4142,4666,4806,4765,5799,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
8467,Uruguayan Exclusive Economic Zone,1017389,bathytoshia centroura,FISH,1533,1458,1550,1468,1627,bathytoshia centroura,104065040,Vulnerable,VU,Decreasing,1
